# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=256
# S_SYNC=200
# N_UP=8
# N_SYNC=2
# N_DOWN=8
# N_SLOTS=54
# MIN_RUN=7
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=15625.0
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
9.479,4,11,14,21,22.000,234.000,0.000,0,0.000,0.037,0.037,-0.150666,-0.150671,0.000002,234.000,58.5000,200.000,1
9.486,6,13,16,23,210.000,46.000,0.000,0,0.000,26.288,26.288,-0.147694,-0.151059,0.001682,46.000,11.5000,200.000,1
9.493,0,7,10,17,188.000,68.000,0.000,0,0.000,54.900,54.900,-0.144415,-0.151442,0.003514,68.000,17.0000,200.000,1
9.501,3,10,14,21,128.000,128.000,0.000,0,0.000,65.363,65.363,-0.141880,-0.150246,0.004183,128.000,32.0000,217.120,0
9.508,8,15,17,24,178.000,78.000,0.000,0,0.000,-4.999,-4.999,-0.150759,-0.150119,-0.000320,78.000,19.5000,200.000,1
9.514,4,11,14,21,96.000,160.000,0.000,0,0.000,1.873,1.873,-0.150355,-0.150594,0.000120,160.000,40.0000,200.000,1
9.520,1,8,11,18,74.000,182.000,0.000,0,0.000,7.121,7.121,-0.149884,-0.150795,0.000456,182.000,45.5000,200.000,1
9.532,5,12,15,22,12.000,244.000,0.000,0,0.000,7.923,7.923,-0.150070,-0.151084,0.000507,244.000,61.0000,200.000,1
9.583,1,8,11,18,194.000,62.000,0.000,0,0.000,-16.252,-16.252,-0.148958,-0.146878,-0.001040,62.000,15.5000,200.000,1
9.590,2,9,12,19,64.000,192.000,0.000,0,0.000,-17.637,-17.637,-0.150367,-0.148110,-0.001129,192.000,48.0000,200.000,1
9.596,0,7,9,16,230.000,26.000,0.000,0,0.000,-1.327,-1.327,-0.149353,-0.149184,-0.000085,26.000,6.5000,200.000,1
9.601,3,10,13,20,56.000,200.000,0.000,0,0.000,-5.352,-5.352,-0.150754,-0.150069,-0.000343,200.000,50.0000,200.000,1
9.613,5,12,33,40,16.000,240.000,0.000,0,0.000,-1.326,-1.326,-0.150480,-0.150311,-0.000085,240.000,60.0000,238.019,0
9.619,1,8,11,18,54.000,202.000,0.000,0,0.000,7.916,7.916,-0.149951,-0.150964,0.000507,202.000,50.5000,200.000,1
9.626,2,9,12,19,26.000,230.000,0.000,0,0.000,-9.866,-9.866,-0.150438,-0.149175,-0.000631,230.000,57.5000,200.000,1
9.631,6,13,16,23,18.000,238.000,0.000,0,0.000,-9.554,-9.554,-0.150536,-0.149313,-0.000611,238.000,59.5000,200.000,1
9.643,5,12,15,22,100.000,156.000,0.000,0,0.000,0.677,0.677,-0.149166,-0.149252,0.000043,156.000,39.0000,200.000,1
9.655,3,10,13,20,62.000,194.000,0.000,0,0.000,9.942,9.942,-0.149801,-0.151074,0.000636,194.000,48.5000,199.500,1
9.661,2,9,12,19,166.000,90.000,0.000,0,0.000,-82.394,-82.394,-0.152263,-0.141716,-0.005273,90.000,22.5000,200.000,1
9.667,1,8,12,19,136.000,120.000,0.000,0,0.000,-61.363,-61.363,-0.153261,-0.145406,-0.003927,120.000,30.0000,200.000,1
9.677,4,11,32,39,60.000,196.000,0.000,0,0.000,-21.052,-21.052,-0.153257,-0.150562,-0.001347,196.000,49.0000,254.712,0
9.700,6,13,15,22,160.000,96.000,0.000,0,0.000,-110.234,-110.234,-0.150809,-0.136699,-0.007055,96.000,24.0000,200.000,1
9.747,7,14,17,24,152.000,105.000,0.500,1,15625.000,-0.397,15624.603,-0.150427,-0.150377,-0.000025,104.500,26.1250,199.500,1
9.788,0,7,10,17,219.000,37.000,0.000,0,0.000,-4.844,-4.844,-0.151041,-0.150421,-0.000310,37.000,9.2500,199.000,0
9.800,14,21,24,31,221.000,35.000,0.000,0,0.000,31.772,31.772,-0.147267,-0.151333,0.002033,35.000,8.7500,200.000,1
9.806,0,7,9,16,221.000,35.000,0.000,0,0.000,4.586,4.586,-0.150876,-0.151463,0.000293,35.000,8.7500,200.000,1
9.818,0,7,9,16,229.000,27.000,0.000,0,0.000,13.711,13.711,-0.149985,-0.151740,0.000878,27.000,6.7500,200.000,1
9.843,4,11,14,21,253.000,3.000,0.000,0,0.000,10.866,10.866,-0.150798,-0.152189,0.000695,3.000,0.7500,200.000,1
9.854,2,9,12,19,11.000,245.000,0.000,0,0.000,-18.404,-18.404,-0.151082,-0.148726,-0.001178,245.000,61.2500,200.000,1
9.878,5,12,33,40,23.000,233.000,0.000,0,0.000,-6.691,-6.691,-0.150482,-0.149626,-0.000428,233.000,58.2500,252.420,0
9.900,0,7,10,17,41.000,215.000,0.000,0,0.000,5.197,5.197,-0.150334,-0.150999,0.000333,215.000,53.7500,200.000,1
9.907,6,13,16,23,167.000,89.000,0.000,0,0.000,3.379,3.379,-0.147076,-0.147508,0.000216,89.000,22.2500,200.000,1
9.918,0,7,10,17,15.000,241.000,0.000,0,0.000,2.911,2.911,-0.150164,-0.150537,0.000186,241.000,60.2500,200.000,1
9.925,1,8,12,19,121.000,135.000,0.000,0,0.000,28.896,28.896,-0.147298,-0.150997,0.001849,135.000,33.7500,217.120,0
9.951,6,13,15,22,135.000,121.000,0.000,0,0.000,-30.560,-30.560,-0.149325,-0.145413,-0.001956,121.000,30.2500,200.000,1
9.957,2,9,12,19,171.000,85.000,0.000,0,0.000,-35.694,-35.694,-0.149713,-0.145144,-0.002284,85.000,21.2500,200.000,1
9.971,0,7,11,18,115.000,141.000,0.000,0,0.000,1.445,1.445,-0.150107,-0.150292,0.000092,141.000,35.2500,217.120,0
9.983,0,7,9,16,85.000,171.000,0.000,0,0.000,-2.825,-2.825,-0.151240,-0.150878,-0.000181,171.000,42.7500,200.000,1
10.015,5,12,15,22,81.000,175.000,0.000,0,0.000,0.933,0.933,-0.150290,-0.150409,0.000060,175.000,43.7500,199.500,1
10.030,4,11,14,21,151.000,105.000,0.000,0,0.000,-97.824,-97.824,-0.153705,-0.141184,-0.006261,105.000,26.2500,200.000,1
10.043,2,9,11,18,197.000,59.000,0.000,0,0.000,-55.145,-55.145,-0.150391,-0.143332,-0.003529,59.000,14.7500,200.000,1
10.085,2,9,12,19,238.000,17.000,-0.500,1,-15625.000,9.420,-15615.580,-0.148902,-0.150108,0.000603,17.500,4.3750,201.000,1
10.103,5,12,15,22,234.000,21.000,-0.500,1,0.000,-4.038,-4.038,-0.149219,-0.148702,-0.000258,21.500,5.3750,200.000,1
10.119,1,8,11,18,82.000,174.000,0.000,0,0.000,-4.483,-4.483,-0.151019,-0.150445,-0.000287,174.000,43.5000,200.000,1
10.133,1,8,11,18,96.000,160.000,0.000,0,0.000,0.516,0.516,-0.149917,-0.149983,0.000033,160.000,40.0000,200.000,1
10.184,6,13,16,23,232.000,24.000,0.000,0,0.000,15.026,15.026,-0.148604,-0.150528,0.000962,24.000,6.0000,200.000,1
10.193,0,7,10,17,242.000,14.000,0.000,0,0.000,10.314,10.314,-0.147771,-0.149092,0.000660,14.000,3.5000,200.000,1
10.227,21,28,31,38,244.000,12.000,0.000,0,0.000,-14.722,-14.722,-0.150305,-0.148421,-0.000942,12.000,3.0000,200.000,1
10.233,0,7,8,15,134.000,122.000,0.000,0,0.000,28.862,28.862,-0.145481,-0.149176,0.001847,122.000,30.5000,,
10.257,1,8,11,18,58.000,198.000,0.000,0,0.000,3.718,3.718,-0.150081,-0.150557,0.000238,198.000,49.5000,200.000,1
10.298,5,12,16,23,112.000,144.000,0.000,0,0.000,15.499,15.499,-0.148789,-0.150773,0.000992,144.000,36.0000,217.120,0
10.311,4,11,15,22,26.000,230.000,0.000,0,0.000,-28.569,-28.569,-0.150743,-0.147086,-0.001828,230.000,57.5000,194.044,0
10.318,3,10,13,20,58.000,198.000,0.000,0,0.000,-0.160,-0.160,-0.150108,-0.150088,-0.000010,198.000,49.5000,200.000,1
10.331,2,9,12,19,78.000,178.000,0.000,0,0.000,-15.169,-15.169,-0.151056,-0.149115,-0.000971,178.000,44.5000,200.000,1
10.338,5,12,15,22,74.000,182.000,0.000,0,0.000,23.985,23.985,-0.147397,-0.150467,0.001535,182.000,45.5000,200.000,1
10.344,3,10,14,21,132.000,124.000,0.000,0,0.000,-14.341,-14.341,-0.152402,-0.150566,-0.000918,124.000,31.0000,216.741,0
10.356,0,7,9,16,92.000,164.000,0.000,0,0.000,-31.060,-31.060,-0.153206,-0.149231,-0.001988,164.000,41.0000,200.000,1
10.415,11,18,39,46,37.000,218.000,-0.500,1,-15625.000,8.860,-15616.140,-0.149757,-0.150891,0.000567,218.500,54.6250,246.962,0
10.447,1,8,12,19,199.000,57.000,0.000,0,0.000,55.455,55.455,-0.143209,-0.150307,0.003549,57.000,14.2500,200.667,1
10.453,2,9,13,20,211.000,45.000,0.000,0,0.000,38.564,38.564,-0.145739,-0.150675,0.002468,45.000,11.2500,199.667,1
10.459,4,11,32,39,7.000,248.000,-0.500,1,-15625.000,6.575,-15618.425,-0.150210,-0.151052,0.000421,248.500,62.1250,227.459,0
10.470,5,12,16,23,209.000,47.000,0.000,0,0.000,34.422,34.422,-0.145922,-0.150329,0.002203,47.000,11.7500,199.667,1
10.476,0,7,9,16,51.000,205.000,0.000,0,0.000,43.620,43.620,-0.144614,-0.150197,0.002792,205.000,51.2500,200.000,1
10.481,0,7,10,17,117.000,139.000,0.000,0,0.000,-14.128,-14.128,-0.151935,-0.150127,-0.000904,139.000,34.7500,200.000,1
10.489,4,11,14,21,115.000,141.000,0.000,0,0.000,-3.792,-3.792,-0.150637,-0.150151,-0.000243,141.000,35.2500,200.000,1
10.494,4,11,14,21,57.000,199.000,0.000,0,0.000,5.263,5.263,-0.150371,-0.151045,0.000337,199.000,49.7500,200.000,1
10.511,3,10,13,20,3.000,253.000,0.000,0,0.000,6.263,6.263,-0.150334,-0.151135,0.000401,253.000,63.2500,200.000,1
10.517,5,12,15,22,67.000,189.000,0.000,0,0.000,-5.567,-5.567,-0.150469,-0.149756,-0.000356,189.000,47.2500,200.000,1
10.542,10,17,20,27,51.000,205.000,0.000,0,0.000,-0.608,-0.608,-0.150433,-0.150355,-0.000039,205.000,51.2500,200.000,1
10.548,5,12,15,22,223.000,33.000,0.000,0,0.000,13.259,13.259,-0.147834,-0.149531,0.000849,33.000,8.2500,200.000,1
10.568,4,11,14,21,253.000,3.000,0.000,0,0.000,-1.609,-1.609,-0.149810,-0.149604,-0.000103,3.000,0.7500,200.000,1
10.597,0,7,9,16,55.000,201.000,0.000,0,0.000,19.880,19.880,-0.147789,-0.150334,0.001272,201.000,50.2500,200.000,1
10.613,5,12,15,22,101.000,155.000,0.000,0,0.000,-1.246,-1.246,-0.150704,-0.150544,-0.000080,155.000,38.7500,200.000,1
10.625,0,7,9,16,63.000,193.000,0.000,0,0.000,5.105,5.105,-0.149606,-0.150259,0.000327,193.000,48.2500,200.000,1
10.637,0,7,10,17,233.000,23.000,0.000,0,0.000,-9.932,-9.932,-0.150244,-0.148973,-0.000636,23.000,5.7500,200.000,1
10.643,4,11,15,22,121.000,135.000,0.000,0,0.000,2.028,2.028,-0.149431,-0.149691,0.000130,135.000,33.7500,217.120,0
10.676,1,8,11,18,219.000,37.000,0.000,0,0.000,-33.702,-33.702,-0.151090,-0.146776,-0.002157,37.000,9.2500,200.000,1
10.682,5,12,15,22,111.000,145.000,0.000,0,0.000,0.484,0.484,-0.150848,-0.150910,0.000031,145.000,36.2500,200.000,1
10.751,16,23,26,33,18.000,237.000,-0.500,1,-15625.000,7.482,-15617.518,-0.149913,-0.150870,0.000479,237.500,59.3750,200.500,1
10.757,0,7,28,35,115.000,142.000,0.500,1,15625.000,-2.266,15622.734,-0.150685,-0.150395,-0.000145,141.500,35.3750,249.881,0
10.763,0,7,9,16,244.000,11.000,-0.500,1,0.000,-12.236,-12.236,-0.150759,-0.149192,-0.000783,11.500,2.8750,201.000,1
10.792,25,32,36,43,196.000,60.000,0.000,0,0.000,59.213,59.213,-0.143512,-0.151092,0.003790,60.000,15.0000,200.667,1
10.814,1,8,12,19,200.000,56.000,0.000,0,0.000,42.764,42.764,-0.145180,-0.150654,0.002737,56.000,14.0000,200.333,1
10.820,8,15,18,25,22.000,234.000,0.000,0,0.000,1.444,1.444,-0.150765,-0.150950,0.000092,234.000,58.5000,200.000,1
10.835,0,7,9,16,62.000,194.000,0.000,0,0.000,49.137,49.137,-0.143698,-0.149987,0.003145,194.000,48.5000,200.000,1
10.844,0,7,10,17,138.000,118.000,0.000,0,0.000,126.680,126.680,-0.138833,-0.155048,0.008108,118.000,29.5000,228.000,0
10.888,2,9,12,19,178.000,78.000,0.000,0,0.000,39.017,39.017,-0.144030,-0.149024,0.002497,78.000,19.5000,200.000,1
10.918,7,14,17,24,118.000,138.000,0.000,0,0.000,-3.001,-3.001,-0.150294,-0.149910,-0.000192,138.000,34.5000,200.000,1
10.924,0,7,10,17,20.000,236.000,0.000,0,0.000,0.155,0.155,-0.150131,-0.150151,0.000010,236.000,59.0000,200.000,1
10.936,0,7,9,16,130.000,126.000,0.000,0,0.000,19.494,19.494,-0.146699,-0.149194,0.001248,126.000,31.5000,200.000,1
10.952,4,11,14,21,130.000,126.000,0.000,0,0.000,3.784,3.784,-0.146404,-0.146888,0.000242,126.000,31.5000,228.000,0
10.958,1,8,12,19,84.000,172.000,0.000,0,0.000,-17.335,-17.335,-0.150157,-0.147938,-0.001109,172.000,43.0000,188.941,0
10.976,3,10,13,20,34.000,222.000,0.000,0,0.000,-0.930,-0.930,-0.150830,-0.150711,-0.000060,222.000,55.5000,200.000,1
10.995,7,14,16,23,154.000,102.000,0.000,0,0.000,-41.838,-41.838,-0.149154,-0.143799,-0.002678,102.000,25.5000,200.000,1
11.002,4,11,14,21,90.000,166.000,0.000,0,0.000,-4.835,-4.835,-0.150628,-0.150009,-0.000309,166.000,41.5000,200.000,1
11.008,18,25,28,35,34.000,222.000,0.000,0,0.000,-5.473,-5.473,-0.151153,-0.150452,-0.000350,222.000,55.5000,200.000,1
11.039,14,21,23,30,78.000,178.000,0.000,0,0.000,-15.942,-15.942,-0.151870,-0.149829,-0.001020,178.000,44.5000,199.000,1
11.059,4,11,14,21,218.000,38.000,0.000,0,0.000,-63.391,-63.391,-0.153607,-0.145493,-0.004057,38.000,9.5000,200.000,1
11.071,1,8,11,18,17.000,238.000,-0.500,1,0.000,-0.380,-0.380,-0.150323,-0.150274,-0.000024,238.500,59.6250,201.000,1
11.097,5,12,15,22,126.000,131.000,0.500,1,15625.000,-0.944,15624.056,-0.150673,-0.150552,-0.000060,130.500,32.6250,199.500,1
11.104,2,9,30,37,251.000,4.000,-0.500,1,-15625.000,8.250,-15616.750,-0.149668,-0.150724,0.000528,4.500,1.1250,221.963,0
11.117,0,7,10,17,219.000,36.000,-0.500,1,-15625.000,4.313,-15620.687,-0.146046,-0.146598,0.000276,36.500,9.1250,200.500,1
11.128,3,10,13,20,130.000,127.000,0.500,1,0.000,4.098,4.098,-0.150475,-0.151000,0.000262,126.500,31.6250,199.000,1
11.136,14,21,25,32,219.000,37.000,0.000,0,0.000,29.479,29.479,-0.145788,-0.149562,0.001887,37.000,9.2500,199.667,1
11.144,1,8,11,18,87.000,169.000,0.000,0,0.000,-0.026,-0.026,-0.150592,-0.150589,-0.000002,169.000,42.2500,200.000,1
11.150,1,8,47,54,45.000,211.000,0.000,0,0.000,12.633,12.633,-0.148485,-0.150102,0.000808,211.000,52.7500,232.941,0
11.161,0,7,9,16,151.000,105.000,0.000,0,0.000,45.753,45.753,-0.149541,-0.155397,0.002928,105.000,26.2500,200.000,1
11.166,6,13,16,23,179.000,77.000,0.000,0,0.000,94.754,94.754,-0.141900,-0.154029,0.006064,77.000,19.2500,200.000,1
11.195,1,8,11,18,57.000,199.000,0.000,0,0.000,-3.368,-3.368,-0.150937,-0.150506,-0.000216,199.000,49.7500,200.000,1
11.202,5,12,15,22,133.000,123.000,0.000,0,0.000,87.530,87.530,-0.140868,-0.152072,0.005602,123.000,30.7500,228.000,0
11.233,4,11,14,21,135.000,121.000,0.000,0,0.000,54.564,54.564,-0.143657,-0.150641,0.003492,121.000,30.2500,228.000,0
11.239,2,9,12,19,53.000,203.000,0.000,0,0.000,-1.213,-1.213,-0.150980,-0.150825,-0.000078,203.000,50.7500,200.000,1
11.257,5,12,15,22,113.000,143.000,0.000,0,0.000,-2.802,-2.802,-0.150560,-0.150202,-0.000179,143.000,35.7500,200.000,1
11.285,5,12,16,23,131.000,125.000,0.000,0,0.000,35.881,35.881,-0.146458,-0.151050,0.002296,125.000,31.2500,200.000,1
11.291,4,11,15,22,109.000,147.000,0.000,0,0.000,35.053,35.053,-0.146318,-0.150804,0.002243,147.000,36.7500,217.120,0
11.354,6,13,16,23,95.000,161.000,0.000,0,0.000,-3.943,-3.943,-0.150791,-0.150287,-0.000252,161.000,40.2500,200.000,1
11.362,5,12,15,22,105.000,151.000,0.000,0,0.000,2.892,2.892,-0.150373,-0.150743,0.000185,151.000,37.7500,200.000,1
11.370,6,13,16,23,23.000,233.000,0.000,0,0.000,-18.187,-18.187,-0.152197,-0.149869,-0.001164,233.000,58.2500,200.000,1
11.404,2,9,12,19,7.000,249.000,0.000,0,0.000,9.726,9.726,-0.149047,-0.150292,0.000622,249.000,62.2500,200.000,1
11.410,2,9,12,19,151.000,105.000,0.000,0,0.000,-114.776,-114.776,-0.154470,-0.139779,-0.007346,105.000,26.2500,200.000,1
11.427,0,7,9,16,16.000,239.000,-0.500,1,-15625.000,12.700,-15612.300,-0.148725,-0.150351,0.000813,239.500,59.8750,201.000,1
11.439,2,9,12,19,177.000,80.000,0.500,1,0.000,2.476,2.476,-0.150359,-0.150676,0.000158,79.500,19.8750,199.500,1
11.445,3,10,13,20,218.000,37.000,-0.500,1,-15625.000,14.693,-15610.307,-0.145133,-0.147014,0.000940,37.500,9.3750,201.000,1
11.451,4,11,14,21,28.000,227.000,-0.500,1,-15625.000,7.771,-15617.229,-0.149674,-0.150668,0.000497,227.500,56.8750,200.000,1
11.473,15,22,26,33,190.000,66.000,0.000,0,0.000,72.473,72.473,-0.141074,-0.150350,0.004638,66.000,16.5000,200.333,1
11.479,1,8,11,18,68.000,188.000,0.000,0,0.000,10.634,10.634,-0.149614,-0.150975,0.000681,188.000,47.0000,200.000,1
11.485,3,10,13,20,144.000,112.000,0.000,0,0.000,159.392,159.392,-0.136904,-0.157307,0.010201,112.000,28.0000,228.000,0
11.514,4,11,14,21,106.000,150.000,0.000,0,0.000,21.921,21.921,-0.149770,-0.152576,0.001403,150.000,37.5000,200.000,1
11.526,3,10,13,20,252.000,4.000,0.000,0,0.000,6.213,6.213,-0.150620,-0.151416,0.000398,4.000,1.0000,200.000,1
11.532,0,7,27,34,132.000,124.000,0.000,0,0.000,24.530,24.530,-0.150507,-0.153647,0.001570,124.000,31.0000,255.652,0
11.538,0,7,9,16,136.000,120.000,0.000,0,0.000,75.952,75.952,-0.140342,-0.150064,0.004861,120.000,30.0000,200.000,1
11.556,6,13,16,23,152.000,104.000,0.000,0,0.000,86.642,86.642,-0.141117,-0.152207,0.005545,104.000,26.0000,200.000,1
11.562,3,10,31,38,156.000,100.000,0.000,0,0.000,63.687,63.687,-0.142701,-0.150853,0.004076,100.000,25.0000,224.457,0
11.568,0,7,10,17,180.000,76.000,0.000,0,0.000,38.769,38.769,-0.144959,-0.149921,0.002481,76.000,19.0000,200.000,1
11.574,0,7,10,17,58.000,198.000,0.000,0,0.000,2.320,2.320,-0.150052,-0.150348,0.000148,198.000,49.5000,200.000,1
11.595,1,8,11,18,210.000,46.000,0.000,0,0.000,-2.480,-2.480,-0.149783,-0.149465,-0.000159,46.000,11.5000,200.000,1
11.607,5,12,16,23,118.000,138.000,0.000,0,0.000,41.773,41.773,-0.144983,-0.150330,0.002673,138.000,34.5000,217.120,0
11.614,5,12,15,22,90.000,166.000,0.000,0,0.000,22.487,22.487,-0.149982,-0.152861,0.001439,166.000,41.5000,200.000,1
11.621,4,11,14,21,46.000,210.000,0.000,0,0.000,33.915,33.915,-0.150050,-0.154391,0.002171,210.000,52.5000,200.000,1
11.633,1,8,12,19,118.000,138.000,0.000,0,0.000,38.783,38.783,-0.146081,-0.151045,0.002482,138.000,34.5000,217.120,0
11.650,4,11,14,21,30.000,226.000,0.000,0,0.000,-0.431,-0.431,-0.150314,-0.150258,-0.000028,226.000,56.5000,200.000,1
11.657,0,7,9,16,212.000,44.000,0.000,0,0.000,-26.519,-26.519,-0.150769,-0.147375,-0.001697,44.000,11.0000,200.000,1
11.663,0,7,10,17,218.000,38.000,0.000,0,0.000,-18.121,-18.121,-0.150309,-0.147990,-0.001160,38.000,9.5000,200.000,1
11.668,2,9,30,37,218.000,38.000,0.000,0,0.000,-10.155,-10.155,-0.149464,-0.148164,-0.000650,38.000,9.5000,230.074,0
11.674,2,9,12,19,48.000,208.000,0.000,0,0.000,-10.405,-10.405,-0.150888,-0.149556,-0.000666,208.000,52.0000,200.000,1
11.696,5,12,15,22,26.000,230.000,0.000,0,0.000,0.255,0.255,-0.150597,-0.150629,0.000016,230.000,57.5000,200.000,1
11.712,0,7,9,16,8.000,248.000,0.000,0,0.000,-3.002,-3.002,-0.151363,-0.150979,-0.000192,248.000,62.0000,200.000,1
11.719,4,11,14,21,206.000,50.000,0.000,0,0.000,-49.162,-49.162,-0.152097,-0.145804,-0.003146,50.000,12.5000,200.000,1
11.744,6,13,16,23,66.000,190.000,0.000,0,0.000,-11.342,-11.342,-0.151751,-0.150299,-0.000726,190.000,47.5000,199.500,1
11.750,1,8,10,17,242.000,14.000,0.000,0,0.000,-5.758,-5.758,-0.150012,-0.149275,-0.000369,14.000,3.5000,200.000,1
11.757,5,12,14,21,228.000,28.000,0.000,0,0.000,-16.494,-16.494,-0.149704,-0.147593,-0.001056,28.000,7.0000,200.000,1
11.764,6,13,15,22,212.000,44.000,0.000,0,0.000,-39.283,-39.283,-0.150398,-0.145370,-0.002514,44.000,11.0000,200.000,1
11.770,7,14,16,23,208.000,48.000,0.000,0,0.000,-42.725,-42.725,-0.149710,-0.144241,-0.002734,48.000,12.0000,200.000,1
11.777,0,7,10,17,118.000,139.000,0.500,1,15625.000,-0.567,15624.433,-0.150990,-0.150918,-0.000036,138.500,34.6250,199.500,1
11.783,16,23,26,33,60.000,196.000,0.000,0,0.000,-7.586,-7.586,-0.151002,-0.150031,-0.000486,196.000,49.0000,199.000,1
11.816,6,13,15,22,148.000,109.000,0.500,1,0.000,62.022,62.022,-0.150135,-0.158074,0.003969,108.500,27.1250,200.000,1
11.822,1,8,10,17,138.000,119.000,0.500,1,0.000,51.779,51.779,-0.151971,-0.158599,0.003314,118.500,29.6250,199.000,1
11.852,0,7,9,16,145.000,111.000,0.000,0,0.000,31.234,31.234,-0.151800,-0.155798,0.001999,111.000,27.7500,200.000,1
11.858,2,9,12,19,45.000,211.000,0.000,0,0.000,-3.935,-3.935,-0.150214,-0.149710,-0.000252,211.000,52.7500,200.000,1
11.863,6,13,16,23,107.000,149.000,0.000,0,0.000,1.350,1.350,-0.149823,-0.149996,0.000086,149.000,37.2500,200.000,1
11.869,5,12,15,22,29.000,227.000,0.000,0,0.000,1.855,1.855,-0.150318,-0.150555,0.000119,227.000,56.7500,200.000,1
11.876,1,8,11,18,141.000,115.000,0.000,0,0.000,115.574,115.574,-0.139364,-0.154158,0.007397,115.000,28.7500,228.000,0
11.882,16,23,26,33,169.000,87.000,0.000,0,0.000,34.789,34.789,-0.147631,-0.152084,0.002226,87.000,21.7500,200.000,1
11.900,1,8,11,18,5.000,251.000,0.000,0,0.000,-3.413,-3.413,-0.150499,-0.150063,-0.000218,251.000,62.7500,200.000,1
11.908,1,8,29,36,71.000,185.000,0.000,0,0.000,-3.420,-3.420,-0.150988,-0.150550,-0.000219,185.000,46.2500,242.119,0
11.915,0,7,10,17,87.000,169.000,0.000,0,0.000,12.132,12.132,-0.151200,-0.152753,0.000776,169.000,42.2500,200.000,1
11.921,6,13,16,23,169.000,87.000,0.000,0,0.000,53.254,53.254,-0.144117,-0.150934,0.003408,87.000,21.7500,200.000,1
11.933,0,7,10,17,177.000,79.000,0.000,0,0.000,28.740,28.740,-0.145710,-0.149388,0.001839,79.000,19.7500,200.000,1
11.960,4,11,14,21,59.000,197.000,0.000,0,0.000,4.317,4.317,-0.150065,-0.150618,0.000276,197.000,49.2500,200.000,1
11.965,0,7,10,17,57.000,199.000,0.000,0,0.000,10.397,10.397,-0.149201,-0.150532,0.000665,199.000,49.7500,200.000,1
11.972,3,10,13,20,175.000,81.000,0.000,0,0.000,-10.869,-10.869,-0.147156,-0.145764,-0.000696,81.000,20.2500,200.000,1
11.977,3,10,13,20,41.000,215.000,0.000,0,0.000,1.863,1.863,-0.150381,-0.150620,0.000119,215.000,53.7500,200.000,1
11.983,6,13,16,23,21.000,235.000,0.000,0,0.000,4.816,4.816,-0.150290,-0.150906,0.000308,235.000,58.7500,200.000,1
12.008,0,7,9,16,47.000,209.000,0.000,0,0.000,22.810,22.810,-0.148062,-0.150982,0.001460,209.000,52.2500,200.000,1
12.014,3,10,13,20,171.000,85.000,0.000,0,0.000,-30.470,-30.470,-0.149157,-0.145257,-0.001950,85.000,21.2500,200.000,1
12.021,4,11,14,21,181.000,75.000,0.000,0,0.000,-30.240,-30.240,-0.149602,-0.145731,-0.001935,75.000,18.7500,200.000,1
12.035,3,10,13,20,199.000,57.000,0.000,0,0.000,-38.469,-38.469,-0.150780,-0.145856,-0.002462,57.000,14.2500,200.000,1
12.042,2,9,12,19,233.000,23.000,0.000,0,0.000,-16.406,-16.406,-0.150002,-0.147902,-0.001050,23.000,5.7500,200.000,1
12.048,6,13,16,23,161.000,95.000,0.000,0,0.000,-64.320,-64.320,-0.151138,-0.142905,-0.004116,95.000,23.7500,200.000,1
12.080,5,12,15,22,169.000,87.000,0.000,0,0.000,-91.039,-91.039,-0.152465,-0.140812,-0.005826,87.000,21.7500,200.000,1
12.104,2,9,11,18,155.000,101.000,0.000,0,0.000,-95.513,-95.513,-0.150703,-0.138477,-0.006113,101.000,25.2500,200.000,1
12.110,5,12,14,21,193.000,63.000,0.000,0,0.000,-60.999,-60.999,-0.150808,-0.143000,-0.003904,63.000,15.7500,200.000,1
12.152,1,8,11,18,230.000,25.000,-0.500,1,0.000,-1.037,-1.037,-0.147890,-0.147757,-0.000066,25.500,6.3750,200.500,1
12.159,7,14,17,24,218.000,37.000,-0.500,1,0.000,-19.093,-19.093,-0.148830,-0.146386,-0.001222,37.500,9.3750,200.500,1
12.171,2,9,13,20,174.000,82.000,0.000,0,0.000,89.272,89.272,-0.139356,-0.150783,0.005713,82.000,20.5000,200.333,1
12.184,12,19,22,29,74.000,182.000,0.000,0,0.000,5.736,5.736,-0.150184,-0.150918,0.000367,182.000,45.5000,200.000,1
12.202,0,7,10,17,172.000,84.000,0.000,0,0.000,88.999,88.999,-0.141028,-0.152419,0.005696,84.000,21.0000,200.000,1
12.215,2,9,12,19,170.000,86.000,0.000,0,0.000,94.151,94.151,-0.141370,-0.153421,0.006026,86.000,21.5000,200.000,1
12.223,12,19,40,47,148.000,108.000,0.000,0,0.000,104.635,104.635,-0.140677,-0.154071,0.006697,108.000,27.0000,247.546,0
12.258,0,7,9,16,194.000,62.000,0.000,0,0.000,6.311,6.311,-0.150023,-0.150831,0.000404,62.000,15.5000,200.000,1
12.282,18,25,29,36,118.000,138.000,0.000,0,0.000,51.438,51.438,-0.143905,-0.150489,0.003292,138.000,34.5000,217.120,0
