# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=256
# S_SYNC=200
# N_UP=8
# N_SYNC=2
# N_DOWN=8
# N_SLOTS=54
# MIN_RUN=7
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=15625.0
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
0.876,0,7,9,16,77.000,179.000,0.000,0,0.000,54.988,54.988,-0.144777,-0.151815,0.003519,179.000,44.7500,200.000,1
0.888,2,9,12,19,163.000,93.000,-0.000,1,-15625.000,56.380,-15568.620,-0.143101,-0.150318,0.003608,93.000,23.2500,200.000,1
0.900,5,12,15,22,69.000,187.000,0.000,0,0.000,-1.261,-1.261,-0.150426,-0.150265,-0.000081,187.000,46.7500,200.000,1
0.907,16,23,26,33,221.000,35.000,0.000,0,0.000,13.783,13.783,-0.147237,-0.149001,0.000882,35.000,8.7500,200.000,1
0.920,4,11,14,21,199.000,57.000,0.000,0,0.000,23.267,23.267,-0.146137,-0.149116,0.001489,57.000,14.2500,200.000,1
0.955,2,9,12,19,209.000,47.000,0.000,0,0.000,8.322,8.322,-0.147673,-0.148738,0.000533,47.000,11.7500,200.000,1
0.966,1,8,11,18,113.000,143.000,0.000,0,0.000,-5.899,-5.899,-0.150566,-0.149811,-0.000378,143.000,35.7500,200.000,1
0.972,2,9,13,20,109.000,147.000,0.000,0,0.000,32.038,32.038,-0.145869,-0.149969,0.002050,147.000,36.7500,217.120,0
0.983,4,11,14,21,83.000,173.000,0.000,0,0.000,16.479,16.479,-0.147610,-0.149719,0.001055,173.000,43.2500,200.000,1
0.989,5,12,15,22,63.000,193.000,0.000,0,0.000,-1.767,-1.767,-0.149813,-0.149587,-0.000113,193.000,48.2500,200.000,1
0.994,5,12,15,22,187.000,69.000,0.000,0,0.000,-38.804,-38.804,-0.149244,-0.144277,-0.002483,69.000,17.2500,200.000,1
1.017,14,21,23,30,165.000,91.000,0.000,0,0.000,-51.956,-51.956,-0.150550,-0.143900,-0.003325,91.000,22.7500,200.000,1
1.034,4,11,14,21,111.000,145.000,0.000,0,0.000,-1.720,-1.720,-0.149727,-0.149507,-0.000110,145.000,36.2500,200.000,1
1.045,3,10,13,20,177.000,79.000,0.000,0,0.000,-73.618,-73.618,-0.151344,-0.141921,-0.004712,79.000,19.7500,200.000,1
1.056,13,20,23,30,233.000,23.000,0.000,0,0.000,-24.293,-24.293,-0.150758,-0.147649,-0.001555,23.000,5.7500,200.000,1
1.062,1,8,11,18,11.000,245.000,0.000,0,0.000,9.705,9.705,-0.149554,-0.150797,0.000621,245.000,61.2500,200.000,1
1.067,4,11,14,21,239.000,17.000,0.000,0,0.000,-24.479,-24.479,-0.151096,-0.147963,-0.001567,17.000,4.2500,200.000,1
1.091,6,13,16,23,4.000,251.000,-0.500,1,-15625.000,13.319,-15611.681,-0.150029,-0.151734,0.000852,251.500,62.8750,201.000,1
1.102,6,13,16,23,246.000,9.000,-0.500,1,0.000,-0.315,-0.315,-0.149189,-0.149149,-0.000020,9.500,2.3750,201.000,1
1.108,4,11,14,21,26.000,229.000,-0.500,1,0.000,-5.617,-5.617,-0.150948,-0.150229,-0.000359,229.500,57.3750,200.000,1
1.114,0,7,9,16,218.000,37.000,-0.500,1,0.000,-51.825,-51.825,-0.150847,-0.144213,-0.003317,37.500,9.3750,201.000,1
1.120,1,8,10,17,199.000,57.000,0.000,0,0.000,-88.524,-88.524,-0.151511,-0.140180,-0.005666,57.000,14.2500,200.000,1
1.137,1,8,11,18,222.000,33.000,-0.500,1,0.000,-12.131,-12.131,-0.146995,-0.145442,-0.000776,33.500,8.3750,201.000,1
1.174,2,9,12,19,74.000,182.000,0.000,0,0.000,-5.540,-5.540,-0.150218,-0.149509,-0.000355,182.000,45.5000,200.000,1
1.181,4,11,14,21,206.000,50.000,0.000,0,0.000,40.935,40.935,-0.146884,-0.152124,0.002620,50.000,12.5000,200.000,1
1.189,7,14,17,24,92.000,164.000,0.000,0,0.000,5.004,5.004,-0.149315,-0.149955,0.000320,164.000,41.0000,200.000,1
1.196,2,9,13,20,206.000,50.000,0.000,0,0.000,33.057,33.057,-0.145649,-0.149880,0.002116,50.000,12.5000,199.667,1
1.211,4,11,14,21,202.000,54.000,0.000,0,0.000,50.368,50.368,-0.144441,-0.150888,0.003224,54.000,13.5000,200.000,1
1.268,4,11,14,21,182.000,74.000,0.000,0,0.000,25.401,25.401,-0.144869,-0.148121,0.001626,74.000,18.5000,200.000,1
1.294,0,7,46,53,212.000,44.000,0.000,0,0.000,6.895,6.895,-0.147987,-0.148870,0.000441,44.000,11.0000,249.770,0
1.302,15,22,25,32,102.000,154.000,0.000,0,0.000,9.279,9.279,-0.149163,-0.150351,0.000594,154.000,38.5000,200.000,1
1.321,1,8,11,18,202.000,54.000,0.000,0,0.000,-5.316,-5.316,-0.148464,-0.147783,-0.000340,54.000,13.5000,200.000,1
1.373,3,10,13,20,86.000,170.000,0.000,0,0.000,8.080,8.080,-0.147846,-0.148880,0.000517,170.000,42.5000,200.000,1
1.380,3,10,13,20,48.000,208.000,0.000,0,0.000,13.519,13.519,-0.149855,-0.151585,0.000865,208.000,52.0000,200.000,1
1.394,6,13,16,23,106.000,150.000,0.000,0,0.000,-5.574,-5.574,-0.150139,-0.149425,-0.000357,150.000,37.5000,200.000,1
1.407,6,13,16,23,72.000,184.000,0.000,0,0.000,5.584,5.584,-0.148970,-0.149685,0.000357,184.000,46.0000,199.500,1
1.427,1,8,11,18,214.000,42.000,0.000,0,0.000,-50.312,-50.312,-0.153078,-0.146638,-0.003220,42.000,10.5000,200.000,1
1.433,24,31,34,41,251.000,4.000,-0.500,1,0.000,-9.093,-9.093,-0.151163,-0.149999,-0.000582,4.500,1.1250,201.000,1
1.444,6,13,33,40,204.000,52.000,0.000,0,0.000,-56.687,-56.687,-0.150358,-0.143102,-0.003628,52.000,13.0000,232.118,0
1.456,2,9,12,19,1.000,254.000,-0.500,1,0.000,-7.323,-7.323,-0.150184,-0.149247,-0.000469,254.500,63.6250,201.000,1
1.478,6,13,16,23,84.000,173.000,0.500,1,0.000,27.491,27.491,-0.150880,-0.154398,0.001759,172.500,43.1250,199.000,1
1.494,1,8,11,18,237.000,18.000,-0.500,1,-15625.000,7.692,-15617.308,-0.148280,-0.149264,0.000492,18.500,4.6250,200.000,1
1.500,3,10,13,20,65.000,191.000,0.000,0,0.000,7.830,7.830,-0.149253,-0.150256,0.000501,191.000,47.7500,200.000,1
1.532,0,7,9,16,19.000,237.000,0.000,0,0.000,14.501,14.501,-0.148232,-0.150088,0.000928,237.000,59.2500,200.000,1
1.562,0,7,9,16,197.000,59.000,0.000,0,0.000,0.732,0.732,-0.150055,-0.150148,0.000047,59.000,14.7500,200.000,1
1.568,9,16,19,26,165.000,91.000,0.000,0,0.000,78.093,78.093,-0.142007,-0.152003,0.004998,91.000,22.7500,200.000,1
1.575,5,12,15,22,243.000,13.000,0.000,0,0.000,0.866,0.866,-0.148496,-0.148607,0.000055,13.000,3.2500,200.000,1
1.581,1,8,11,18,21.000,235.000,0.000,0,0.000,-6.381,-6.381,-0.150053,-0.149236,-0.000408,235.000,58.7500,200.000,1
1.598,3,10,13,20,243.000,13.000,0.000,0,0.000,4.583,4.583,-0.149269,-0.149856,0.000293,13.000,3.2500,200.000,1
1.604,0,7,10,17,87.000,169.000,0.000,0,0.000,-17.147,-17.147,-0.150962,-0.148767,-0.001097,169.000,42.2500,200.000,1
1.634,3,10,14,21,125.000,131.000,0.000,0,0.000,36.684,36.684,-0.144155,-0.148850,0.002348,131.000,32.7500,217.120,0
1.640,2,9,12,19,169.000,87.000,0.000,0,0.000,13.361,13.361,-0.146159,-0.147869,0.000855,87.000,21.7500,200.000,1
1.646,2,9,12,19,37.000,219.000,0.000,0,0.000,-6.744,-6.744,-0.150245,-0.149382,-0.000432,219.000,54.7500,200.000,1
1.652,1,8,29,36,85.000,171.000,0.000,0,0.000,9.552,9.552,-0.148495,-0.149718,0.000611,171.000,42.7500,237.579,0
1.658,16,23,26,33,19.000,237.000,0.000,0,0.000,3.978,3.978,-0.150159,-0.150668,0.000255,237.000,59.2500,200.000,1
1.675,4,11,32,39,83.000,173.000,0.000,0,0.000,-7.900,-7.900,-0.150455,-0.149444,-0.000506,173.000,43.2500,9.070,0
1.681,1,8,11,18,229.000,27.000,0.000,0,0.000,-16.883,-16.883,-0.149693,-0.147532,-0.001080,27.000,6.7500,200.000,1
1.687,1,8,11,18,231.000,25.000,0.000,0,0.000,-5.895,-5.895,-0.149118,-0.148364,-0.000377,25.000,6.2500,200.000,1
1.693,2,9,12,19,237.000,19.000,0.000,0,0.000,-6.989,-6.989,-0.149052,-0.148158,-0.000447,19.000,4.7500,200.000,1
1.699,0,7,10,17,43.000,213.000,0.000,0,0.000,1.575,1.575,-0.149686,-0.149888,0.000101,213.000,53.2500,200.000,1
1.704,0,7,9,16,21.000,235.000,0.000,0,0.000,-9.594,-9.594,-0.151015,-0.149787,-0.000614,235.000,58.7500,200.000,1
1.733,1,8,11,18,209.000,47.000,0.000,0,0.000,-51.716,-51.716,-0.152093,-0.145473,-0.003310,47.000,11.7500,200.000,1
1.763,9,16,19,26,111.000,145.000,0.000,0,0.000,-0.347,-0.347,-0.149507,-0.149463,-0.000022,145.000,36.2500,199.500,1
1.792,0,7,9,16,246.000,9.000,-0.500,1,0.000,-12.610,-12.610,-0.152184,-0.150570,-0.000807,9.500,2.3750,201.000,1
1.805,0,7,28,35,83.000,174.000,0.500,1,15625.000,-23.174,15601.826,-0.150630,-0.147664,-0.001483,173.500,43.3750,250.824,0
1.813,0,7,10,17,26.000,229.000,-0.500,1,-15625.000,4.995,-15620.005,-0.149794,-0.150433,0.000320,229.500,57.3750,200.000,1
1.820,14,21,24,31,71.000,186.000,0.500,1,15625.000,-6.916,15618.084,-0.150369,-0.149483,-0.000443,185.500,46.3750,199.000,1
1.834,2,9,11,18,139.000,118.000,0.500,1,0.000,65.299,65.299,-0.150331,-0.158689,0.004179,117.500,29.3750,200.000,1
1.852,5,12,16,23,200.000,56.000,0.000,0,0.000,70.473,70.473,-0.140931,-0.149951,0.004510,56.000,14.0000,200.000,1
1.877,3,10,13,20,54.000,202.000,0.000,0,0.000,5.040,5.040,-0.148921,-0.149567,0.000323,202.000,50.5000,200.000,1
1.915,6,13,16,23,50.000,206.000,0.000,0,0.000,0.365,0.365,-0.150433,-0.150479,0.000023,206.000,51.5000,200.000,1
1.933,4,11,14,21,40.000,216.000,0.000,0,0.000,4.402,4.402,-0.148251,-0.148814,0.000282,216.000,54.0000,200.000,1
1.960,4,11,14,21,96.000,160.000,0.000,0,0.000,2.812,2.812,-0.149480,-0.149840,0.000180,160.000,40.0000,200.000,1
1.966,0,7,9,16,86.000,170.000,0.000,0,0.000,31.511,31.511,-0.146035,-0.150068,0.002017,170.000,42.5000,200.000,1
1.979,3,10,13,20,218.000,38.000,0.000,0,0.000,-1.986,-1.986,-0.148607,-0.148353,-0.000127,38.000,9.5000,200.000,1
2.004,7,14,17,24,136.000,120.000,0.000,0,0.000,-1.612,-1.612,-0.146774,-0.146567,-0.000103,120.000,30.0000,228.000,0
2.016,6,13,16,23,106.000,150.000,0.000,0,0.000,-10.338,-10.338,-0.150260,-0.148937,-0.000662,150.000,37.5000,200.000,1
2.023,0,7,28,35,210.000,46.000,0.000,0,0.000,-15.241,-15.241,-0.149379,-0.147429,-0.000975,46.000,11.5000,220.811,0
2.035,1,8,11,18,202.000,54.000,0.000,0,0.000,-26.150,-26.150,-0.149438,-0.146090,-0.001674,54.000,13.5000,200.000,1
2.048,4,11,14,21,84.000,172.000,0.000,0,0.000,-8.011,-8.011,-0.150840,-0.149814,-0.000513,172.000,43.0000,200.000,1
2.071,1,8,11,18,42.000,214.000,0.000,0,0.000,-3.090,-3.090,-0.150823,-0.150428,-0.000198,214.000,53.5000,200.000,1
2.082,2,9,12,19,8.000,248.000,0.000,0,0.000,7.976,7.976,-0.149757,-0.150778,0.000510,248.000,62.0000,200.000,1
2.093,12,19,22,29,4.000,252.000,0.000,0,0.000,0.519,0.519,-0.150020,-0.150086,0.000033,252.000,63.0000,200.000,1
2.104,0,7,10,17,208.000,48.000,0.000,0,0.000,-68.544,-68.544,-0.153128,-0.144355,-0.004387,48.000,12.0000,200.000,1
2.110,5,12,15,22,32.000,224.000,0.000,0,0.000,3.901,3.901,-0.149494,-0.149994,0.000250,224.000,56.0000,200.000,1
2.126,21,28,31,38,150.000,106.000,0.000,0,0.000,-140.130,-140.130,-0.154004,-0.136068,-0.008968,106.000,26.5000,200.000,1
2.133,5,12,14,21,218.000,38.000,0.000,0,0.000,-28.006,-28.006,-0.149858,-0.146273,-0.001792,38.000,9.5000,200.000,1
2.144,2,9,30,37,112.000,145.000,0.500,1,0.000,16.110,16.110,-0.149392,-0.151454,0.001031,144.500,36.1250,241.253,0
2.150,1,8,11,18,7.000,248.000,-0.500,1,-15625.000,3.943,-15621.057,-0.150029,-0.150534,0.000252,248.500,62.1250,201.000,1
2.193,0,7,10,17,169.000,87.000,0.000,0,0.000,-16.265,-16.265,-0.150292,-0.148210,-0.001041,87.000,21.7500,201.000,1
2.199,14,21,24,31,39.000,217.000,0.000,0,0.000,-3.327,-3.327,-0.150407,-0.149981,-0.000213,217.000,54.2500,200.000,1
2.213,0,7,29,36,37.000,219.000,0.000,0,0.000,9.286,9.286,-0.149889,-0.151077,0.000594,219.000,54.7500,237.188,0
2.219,0,7,10,17,53.000,203.000,0.000,0,0.000,3.305,3.305,-0.149987,-0.150410,0.000212,203.000,50.7500,200.000,1
2.230,1,8,11,18,81.000,175.000,0.000,0,0.000,-13.097,-13.097,-0.151256,-0.149580,-0.000838,175.000,43.7500,200.000,1
2.236,0,7,9,16,213.000,43.000,0.000,0,0.000,5.944,5.944,-0.149705,-0.150466,0.000380,43.000,10.7500,200.000,1
2.263,2,9,12,19,23.000,233.000,0.000,0,0.000,5.754,5.754,-0.149195,-0.149931,0.000368,233.000,58.2500,200.000,1
2.269,6,13,16,23,245.000,11.000,0.000,0,0.000,4.488,4.488,-0.149386,-0.149961,0.000287,11.000,2.7500,200.000,1
2.283,5,12,15,22,177.000,79.000,0.000,0,0.000,47.257,47.257,-0.143584,-0.149633,0.003024,79.000,19.7500,200.000,1
2.303,0,7,10,17,61.000,195.000,0.000,0,0.000,-23.184,-23.184,-0.150985,-0.148018,-0.001484,195.000,48.7500,200.000,1
2.309,0,7,10,17,79.000,177.000,0.000,0,0.000,4.998,4.998,-0.149879,-0.150519,0.000320,177.000,44.2500,200.000,1
2.348,0,7,10,17,73.000,183.000,0.000,0,0.000,-0.980,-0.980,-0.150851,-0.150726,-0.000063,183.000,45.7500,200.000,1
2.354,5,12,15,22,77.000,179.000,0.000,0,0.000,1.464,1.464,-0.149636,-0.149824,0.000094,179.000,44.7500,200.000,1
2.360,4,11,14,21,19.000,237.000,0.000,0,0.000,-0.584,-0.584,-0.149913,-0.149838,-0.000037,237.000,59.2500,200.000,1
2.367,5,12,15,22,253.000,3.000,0.000,0,0.000,-4.830,-4.830,-0.150570,-0.149952,-0.000309,3.000,0.7500,200.000,1
2.391,3,10,13,20,141.000,115.000,0.000,0,0.000,-43.479,-43.479,-0.149471,-0.143906,-0.002783,115.000,28.7500,200.000,1
2.397,7,14,16,23,35.000,221.000,0.000,0,0.000,-11.123,-11.123,-0.150622,-0.149199,-0.000712,221.000,55.2500,200.000,1
2.415,23,30,33,40,201.000,55.000,0.000,0,0.000,-42.422,-42.422,-0.150488,-0.145058,-0.002715,55.000,13.7500,200.000,1
2.421,1,8,11,18,149.000,107.000,0.000,0,0.000,-69.487,-69.487,-0.151204,-0.142309,-0.004447,107.000,26.7500,200.000,1
2.427,2,9,30,37,99.000,157.000,0.000,0,0.000,-0.738,-0.738,-0.149808,-0.149714,-0.000047,157.000,39.2500,255.424,0
2.433,1,8,11,18,93.000,163.000,-0.000,1,-15625.000,8.932,-15616.068,-0.149090,-0.150234,0.000572,163.000,40.7500,199.500,1
2.463,5,12,15,22,69.000,187.000,0.000,0,0.000,0.001,0.001,-0.150219,-0.150219,0.000000,187.000,46.7500,199.500,1
2.491,4,11,32,39,30.000,225.000,-0.500,1,0.000,-2.928,-2.928,-0.150376,-0.150001,-0.000187,225.500,56.3750,236.843,0
2.512,5,12,15,22,163.000,94.000,0.500,1,15625.000,-3.028,15621.972,-0.149935,-0.149548,-0.000194,93.500,23.3750,199.500,1
2.519,0,7,10,17,22.000,233.000,-0.500,1,-15625.000,0.401,-15624.599,-0.149157,-0.149208,0.000026,233.500,58.3750,200.000,1
2.525,1,8,11,18,173.000,84.000,0.500,1,15625.000,-15.547,15609.453,-0.149366,-0.147376,-0.000995,83.500,20.8750,199.500,1
2.562,4,11,14,21,26.000,230.000,0.000,0,0.000,1.167,1.167,-0.149312,-0.149461,0.000075,230.000,57.5000,200.000,1
2.568,0,7,10,17,186.000,70.000,0.000,0,0.000,-7.935,-7.935,-0.150287,-0.149272,-0.000508,70.000,17.5000,200.500,1
2.597,4,11,14,21,82.000,174.000,0.000,0,0.000,10.084,10.084,-0.148814,-0.150105,0.000645,174.000,43.5000,200.000,1
2.624,0,7,46,53,144.000,112.000,0.000,0,0.000,67.167,67.167,-0.142193,-0.150790,0.004299,112.000,28.0000,237.028,0
2.644,0,7,10,17,180.000,76.000,0.000,0,0.000,45.255,45.255,-0.142480,-0.148273,0.002896,76.000,19.0000,200.000,1
2.656,12,19,22,29,34.000,222.000,0.000,0,0.000,-7.661,-7.661,-0.149948,-0.148967,-0.000490,222.000,55.5000,200.000,1
2.669,16,23,25,32,60.000,196.000,0.000,0,0.000,18.262,18.262,-0.145822,-0.148159,0.001169,196.000,49.0000,200.000,1
2.675,0,7,27,34,14.000,242.000,0.000,0,0.000,-2.936,-2.936,-0.149042,-0.148666,-0.000188,242.000,60.5000,247.446,0
2.690,2,9,13,20,50.000,206.000,0.000,0,0.000,-12.187,-12.187,-0.149705,-0.148145,-0.000780,206.000,51.5000,219.964,0
2.707,0,7,9,16,50.000,206.000,0.000,0,0.000,26.733,26.733,-0.147808,-0.151230,0.001711,206.000,51.5000,200.000,1
2.713,4,11,14,21,88.000,168.000,0.000,0,0.000,-5.046,-5.046,-0.150191,-0.149545,-0.000323,168.000,42.0000,200.000,1
2.731,5,12,15,22,212.000,44.000,0.000,0,0.000,-22.403,-22.403,-0.149814,-0.146946,-0.001434,44.000,11.0000,200.000,1
2.737,6,13,16,23,24.000,232.000,0.000,0,0.000,-1.137,-1.137,-0.149852,-0.149707,-0.000073,232.000,58.0000,200.000,1
2.744,6,13,16,23,242.000,14.000,0.000,0,0.000,-2.991,-2.991,-0.149837,-0.149454,-0.000191,14.000,3.5000,200.000,1
2.751,0,7,9,16,238.000,18.000,0.000,0,0.000,-12.875,-12.875,-0.149315,-0.147667,-0.000824,18.000,4.5000,200.000,1
2.764,5,12,15,22,152.000,104.000,0.000,0,0.000,-61.091,-61.091,-0.150935,-0.143116,-0.003910,104.000,26.0000,200.000,1
2.771,5,12,15,22,206.000,50.000,0.000,0,0.000,-31.182,-31.182,-0.150026,-0.146035,-0.001996,50.000,12.5000,200.000,1
2.779,3,10,13,20,58.000,198.000,0.000,0,0.000,-5.335,-5.335,-0.150187,-0.149504,-0.000341,198.000,49.5000,200.000,1
2.786,6,13,16,23,72.000,184.000,0.000,0,0.000,-44.360,-44.360,-0.154628,-0.148950,-0.002839,184.000,46.0000,200.000,1
2.798,1,8,11,18,34.000,222.000,0.000,0,0.000,0.086,0.086,-0.150251,-0.150262,0.000006,222.000,55.5000,200.000,1
