# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=256
# S_SYNC=200
# N_UP=4
# N_SYNC=2
# N_DOWN=4
# N_SLOTS=30
# MIN_RUN=3
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=15625.0
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
0.179,2,5,8,11,104.000,152.000,0.000,0,0.000,-49.052,-49.052,-0.173061,-0.166783,-0.003139,152.000,38.0000,200.000,1
0.188,0,3,5,8,58.000,198.000,0.000,0,0.000,75.796,75.796,-0.162515,-0.172217,0.004851,198.000,49.5000,200.000,1
0.192,8,11,14,17,88.000,168.000,0.000,0,0.000,89.198,89.198,-0.165517,-0.176934,0.005709,168.000,42.0000,200.000,1
0.200,0,3,6,9,198.000,58.000,0.000,0,0.000,-62.584,-62.584,-0.165069,-0.157058,-0.004005,58.000,14.5000,200.000,1
0.203,2,5,8,11,126.000,130.000,0.000,0,0.000,21.965,21.965,-0.161932,-0.164743,0.001406,130.000,32.5000,200.000,1
0.207,2,5,8,11,98.000,158.000,0.000,0,0.000,13.446,13.446,-0.168245,-0.169966,0.000861,158.000,39.5000,200.000,1
0.222,0,3,6,9,32.000,224.000,0.000,0,0.000,-94.982,-94.982,-0.169876,-0.157718,-0.006079,224.000,56.0000,200.000,1
0.226,5,8,11,14,34.000,222.000,0.000,0,0.000,62.314,62.314,-0.169133,-0.177109,0.003988,222.000,55.5000,200.000,1
0.234,1,4,7,10,12.000,244.000,0.000,0,0.000,-8.552,-8.552,-0.171504,-0.170409,-0.000547,244.000,61.0000,200.000,1
0.238,1,4,7,10,14.000,242.000,0.000,0,0.000,57.499,57.499,-0.161968,-0.169328,0.003680,242.000,60.5000,200.000,1
0.242,0,3,5,8,236.000,20.000,0.000,0,0.000,-80.388,-80.388,-0.175793,-0.165504,-0.005145,20.000,5.0000,200.000,1
0.286,2,5,8,11,202.000,54.000,0.000,0,0.000,-194.806,-194.806,-0.179688,-0.154753,-0.012468,54.000,13.5000,200.000,1
0.294,1,4,7,10,98.000,159.000,0.500,1,0.000,88.636,88.636,-0.160191,-0.171536,0.005673,158.500,39.6250,199.000,1
0.298,2,5,7,10,23.000,232.000,-0.500,1,-15625.000,78.926,-15546.074,-0.165299,-0.175402,0.005051,232.500,58.1250,200.000,1
0.305,22,25,27,30,65.000,191.000,0.000,0,0.000,183.558,183.558,-0.139485,-0.162981,0.011748,191.000,47.7500,200.000,1
0.321,9,12,15,18,102.000,155.000,0.500,1,0.000,29.540,29.540,-0.166731,-0.170512,0.001891,154.500,38.6250,199.000,1
0.327,2,5,8,11,25.000,230.000,-0.500,1,0.000,-50.292,-50.292,-0.167988,-0.161550,-0.003219,230.500,57.6250,200.000,1
0.340,2,5,8,11,249.000,6.000,-0.500,1,0.000,-21.425,-21.425,-0.170215,-0.167473,-0.001371,6.500,1.6250,200.000,1
0.354,0,3,5,8,59.000,197.000,0.000,0,0.000,99.812,99.812,-0.162059,-0.174835,0.006388,197.000,49.2500,200.000,1
0.368,3,6,8,11,137.000,119.000,0.000,0,0.000,146.376,146.376,-0.163711,-0.182447,0.009368,119.000,29.7500,200.000,1
0.379,0,3,6,9,139.000,117.000,0.000,0,0.000,458.608,458.608,-0.124131,-0.182833,0.029351,117.000,29.2500,228.000,0
0.386,2,5,18,21,249.000,7.000,0.000,0,0.000,22.988,22.988,-0.164637,-0.167579,0.001471,7.000,1.7500,222.458,0
0.396,1,4,7,10,3.000,253.000,0.000,0,0.000,-31.630,-31.630,-0.172977,-0.168929,-0.002024,253.000,63.2500,200.000,1
0.403,2,5,8,11,41.000,215.000,0.000,0,0.000,8.238,8.238,-0.166414,-0.167468,0.000527,215.000,53.7500,200.000,1
0.407,0,3,5,8,45.000,211.000,0.000,0,0.000,98.152,98.152,-0.155611,-0.168174,0.006282,211.000,52.7500,200.000,1
0.411,1,4,7,10,27.000,229.000,0.000,0,0.000,-1.579,-1.579,-0.162461,-0.162258,-0.000101,229.000,57.2500,200.000,1
0.414,0,3,4,7,145.000,111.000,0.000,0,0.000,248.530,248.530,-0.141796,-0.173608,0.015906,111.000,27.7500,,
0.421,0,3,5,8,61.000,195.000,0.000,0,0.000,119.588,119.588,-0.155909,-0.171216,0.007654,195.000,48.7500,200.000,1
0.425,0,3,6,9,223.000,33.000,0.000,0,0.000,-6.992,-6.992,-0.162836,-0.161941,-0.000447,33.000,8.2500,200.000,1
0.429,0,3,6,9,197.000,59.000,0.000,0,0.000,60.573,60.573,-0.153758,-0.161511,0.003877,59.000,14.7500,200.000,1
0.432,0,3,5,8,41.000,215.000,0.000,0,0.000,78.659,78.659,-0.161908,-0.171977,0.005034,215.000,53.7500,200.000,1
0.443,0,3,5,8,31.000,225.000,0.000,0,0.000,30.625,30.625,-0.163435,-0.167355,0.001960,225.000,56.2500,200.000,1
0.447,2,5,8,11,189.000,67.000,0.000,0,0.000,53.492,53.492,-0.156698,-0.163545,0.003423,67.000,16.7500,200.000,1
0.451,7,10,13,16,15.000,241.000,0.000,0,0.000,-61.347,-61.347,-0.170793,-0.162941,-0.003926,241.000,60.2500,200.000,1
0.455,2,5,8,11,107.000,149.000,0.000,0,0.000,-42.178,-42.178,-0.167960,-0.162561,-0.002699,149.000,37.2500,200.000,1
0.474,6,9,12,15,133.000,123.000,0.000,0,0.000,-138.006,-138.006,-0.160579,-0.142914,-0.008832,123.000,30.7500,200.000,1
0.481,2,5,8,11,189.000,67.000,0.000,0,0.000,38.151,38.151,-0.153227,-0.158111,0.002442,67.000,16.7500,200.000,1
0.485,0,3,16,19,57.000,199.000,0.000,0,0.000,50.665,50.665,-0.166214,-0.172699,0.003243,199.000,49.7500,244.147,0
0.488,1,4,7,10,203.000,53.000,0.000,0,0.000,-56.520,-56.520,-0.165663,-0.158428,-0.003617,53.000,13.2500,200.000,1
0.513,2,5,9,12,239.000,17.000,0.000,0,0.000,-51.690,-51.690,-0.173707,-0.167090,-0.003308,17.000,4.2500,187.184,0
0.521,0,3,5,8,247.000,9.000,0.000,0,0.000,35.919,35.919,-0.165092,-0.169690,0.002299,9.000,2.2500,200.000,1
0.541,0,3,6,9,111.000,145.000,0.000,0,0.000,37.927,37.927,-0.160648,-0.165503,0.002427,145.000,36.2500,199.500,1
0.548,2,5,8,11,37.000,219.000,0.000,0,0.000,14.246,14.246,-0.164994,-0.166817,0.000912,219.000,54.7500,200.000,1
0.563,1,4,6,9,159.000,97.000,0.000,0,0.000,-218.187,-218.187,-0.168134,-0.140206,-0.013964,97.000,24.2500,200.000,1
0.570,0,3,5,8,149.000,107.000,0.000,0,0.000,-277.852,-277.852,-0.165542,-0.129977,-0.017783,107.000,26.7500,200.000,1
0.590,2,5,27,30,153.000,103.000,0.000,0,0.000,-257.095,-257.095,-0.165555,-0.132647,-0.016454,103.000,25.7500,229.472,0
0.611,0,3,5,8,26.000,229.000,-0.500,1,-15625.000,70.729,-15554.271,-0.166438,-0.175491,0.004527,229.500,57.3750,200.000,1
0.620,0,3,5,8,222.000,33.000,-0.500,1,0.000,-46.510,-46.510,-0.167499,-0.161546,-0.002977,33.500,8.3750,201.000,1
0.638,2,5,8,11,232.000,23.000,-0.500,1,-15625.000,25.554,-15599.446,-0.160290,-0.163561,0.001635,23.500,5.8750,201.000,1
0.654,1,4,17,20,84.000,172.000,0.000,0,0.000,-13.611,-13.611,-0.169243,-0.167501,-0.000871,172.000,43.0000,238.357,0
0.659,3,6,9,12,102.000,154.000,0.000,0,0.000,43.607,43.607,-0.169169,-0.174750,0.002791,154.000,38.5000,200.000,1
0.668,1,4,7,10,94.000,162.000,0.000,0,0.000,78.518,78.518,-0.161778,-0.171828,0.005025,162.000,40.5000,200.000,1
0.694,0,3,6,9,242.000,14.000,0.000,0,0.000,49.577,49.577,-0.162659,-0.169005,0.003173,14.000,3.5000,200.000,1
0.698,0,3,4,7,152.000,104.000,0.000,0,0.000,404.683,404.683,-0.129167,-0.180966,0.025900,104.000,26.0000,,
0.722,1,4,7,10,246.000,10.000,0.000,0,0.000,-47.225,-47.225,-0.169010,-0.162965,-0.003022,10.000,2.5000,200.000,1
0.730,0,3,6,9,102.000,154.000,0.000,0,0.000,-38.883,-38.883,-0.170014,-0.165037,-0.002489,154.000,38.5000,200.000,1
0.745,2,5,8,11,48.000,208.000,0.000,0,0.000,29.687,29.687,-0.166641,-0.170441,0.001900,208.000,52.0000,200.000,1
0.777,0,3,6,9,50.000,206.000,0.000,0,0.000,-82.678,-82.678,-0.175751,-0.165168,-0.005291,206.000,51.5000,200.000,1
0.784,9,12,25,28,168.000,88.000,0.000,0,0.000,-86.197,-86.197,-0.168040,-0.157007,-0.005517,88.000,22.0000,218.837,0
0.787,1,4,7,10,156.000,100.000,0.000,0,0.000,-70.884,-70.884,-0.158602,-0.149529,-0.004537,100.000,25.0000,200.000,1
0.791,2,5,8,11,92.000,164.000,0.000,0,0.000,-44.473,-44.473,-0.169615,-0.163922,-0.002846,164.000,41.0000,200.000,1
0.801,1,4,7,10,44.000,212.000,0.000,0,0.000,37.921,37.921,-0.168525,-0.173379,0.002427,212.000,53.0000,200.000,1
0.809,0,3,5,8,110.000,146.000,0.000,0,0.000,51.696,51.696,-0.163126,-0.169743,0.003309,146.000,36.5000,200.000,1
0.813,2,5,8,11,106.000,150.000,0.000,0,0.000,-17.658,-17.658,-0.168394,-0.166134,-0.001130,150.000,37.5000,200.000,1
0.820,1,4,7,10,228.000,28.000,0.000,0,0.000,-29.144,-29.144,-0.169168,-0.165437,-0.001865,28.000,7.0000,200.000,1
0.841,2,5,8,11,252.000,4.000,0.000,0,0.000,-78.646,-78.646,-0.173587,-0.163520,-0.005033,4.000,1.0000,200.000,1
0.844,2,5,8,11,142.000,114.000,0.000,0,0.000,-245.542,-245.542,-0.173265,-0.141836,-0.015715,114.000,28.5000,227.500,0
0.848,0,3,6,9,246.000,10.000,0.000,0,0.000,-18.591,-18.591,-0.166308,-0.163928,-0.001190,10.000,2.5000,200.000,1
0.855,1,4,7,10,98.000,158.000,0.000,0,0.000,-20.832,-20.832,-0.169704,-0.167037,-0.001333,158.000,39.5000,199.500,1
0.863,0,3,5,8,172.000,84.000,0.000,0,0.000,-175.981,-175.981,-0.172714,-0.150188,-0.011263,84.000,21.0000,200.000,1
0.881,0,3,5,8,1.000,254.000,-0.500,1,-15625.000,24.219,-15600.781,-0.166424,-0.169524,0.001550,254.500,63.6250,201.000,1
0.889,0,3,6,9,19.000,236.000,-0.500,1,0.000,-68.651,-68.651,-0.177134,-0.168347,-0.004394,236.500,59.1250,201.000,1
0.905,1,4,16,19,192.000,64.000,0.000,0,0.000,-163.752,-163.752,-0.163352,-0.142392,-0.010480,64.000,16.0000,221.909,0
0.924,0,3,5,8,7.000,248.000,-0.500,1,-15625.000,1.912,-15623.088,-0.172463,-0.172707,0.000122,248.500,62.1250,200.000,1
0.929,2,5,18,21,245.000,10.000,-0.500,1,-15625.000,21.201,-15603.799,-0.165453,-0.168167,0.001357,10.500,2.6250,224.135,0
0.933,2,5,8,11,239.000,16.000,-0.500,1,0.000,-16.629,-16.629,-0.161522,-0.159394,-0.001064,16.500,4.1250,200.500,1
0.949,1,4,7,10,59.000,197.000,0.000,0,0.000,-0.162,-0.162,-0.168214,-0.168193,-0.000010,197.000,49.2500,200.000,1
0.953,1,4,7,10,39.000,217.000,0.000,0,0.000,-77.691,-77.691,-0.179313,-0.169368,-0.004972,217.000,54.2500,200.000,1
0.956,0,3,6,9,189.000,67.000,0.000,0,0.000,333.296,333.296,-0.139383,-0.182045,0.021331,67.000,16.7500,200.000,1
0.964,2,5,8,11,159.000,97.000,0.000,0,0.000,433.342,433.342,-0.127471,-0.182939,0.027734,97.000,24.2500,199.500,1
0.971,2,5,8,11,1.000,255.000,0.000,0,0.000,42.447,42.447,-0.164440,-0.169873,0.002717,255.000,63.7500,200.000,1
0.978,0,3,6,9,63.000,193.000,0.000,0,0.000,7.987,7.987,-0.166317,-0.167339,0.000511,193.000,48.2500,200.000,1
0.991,0,3,6,9,107.000,149.000,0.000,0,0.000,29.036,29.036,-0.163372,-0.167089,0.001858,149.000,37.2500,200.000,1
1.014,0,3,6,9,133.000,123.000,0.000,0,0.000,282.722,282.722,-0.134070,-0.170258,0.018094,123.000,30.7500,228.000,0
1.018,1,4,7,10,251.000,5.000,0.000,0,0.000,-50.878,-50.878,-0.166506,-0.159994,-0.003256,5.000,1.2500,200.000,1
1.022,0,3,6,9,127.000,129.000,0.000,0,0.000,-12.404,-12.404,-0.169874,-0.168286,-0.000794,129.000,32.2500,200.000,1
1.029,1,4,7,10,7.000,249.000,0.000,0,0.000,-9.390,-9.390,-0.170355,-0.169153,-0.000601,249.000,62.2500,200.000,1
1.033,2,5,8,11,69.000,187.000,0.000,0,0.000,-5.843,-5.843,-0.166183,-0.165435,-0.000374,187.000,46.7500,200.000,1
1.037,1,4,7,10,59.000,197.000,0.000,0,0.000,-1.494,-1.494,-0.164263,-0.164072,-0.000096,197.000,49.2500,200.000,1
1.048,5,8,9,12,141.000,115.000,0.000,0,0.000,106.632,106.632,-0.143351,-0.157000,0.006824,115.000,28.7500,,
1.059,0,3,6,9,13.000,243.000,0.000,0,0.000,52.141,52.141,-0.160697,-0.167371,0.003337,243.000,60.7500,200.000,1
1.065,0,3,6,9,249.000,7.000,0.000,0,0.000,24.145,24.145,-0.168809,-0.171899,0.001545,7.000,1.7500,200.000,1
1.081,0,3,6,9,1.000,255.000,0.000,0,0.000,-4.905,-4.905,-0.167991,-0.167363,-0.000314,255.000,63.7500,200.000,1
1.089,2,5,8,11,153.000,103.000,0.000,0,0.000,-48.267,-48.267,-0.161723,-0.155545,-0.003089,103.000,25.7500,200.000,1
1.093,2,5,8,11,219.000,37.000,0.000,0,0.000,-23.699,-23.699,-0.169552,-0.166518,-0.001517,37.000,9.2500,200.000,1
1.098,9,12,14,17,87.000,169.000,0.000,0,0.000,53.122,53.122,-0.166077,-0.172877,0.003400,169.000,42.2500,200.000,1
1.110,2,5,8,11,87.000,169.000,0.000,0,0.000,61.174,61.174,-0.163293,-0.171124,0.003915,169.000,42.2500,200.000,1
1.126,0,3,6,9,77.000,179.000,0.000,0,0.000,-46.593,-46.593,-0.168398,-0.162434,-0.002982,179.000,44.7500,200.000,1
1.130,2,5,8,11,53.000,203.000,0.000,0,0.000,23.533,23.533,-0.168174,-0.171186,0.001506,203.000,50.7500,200.000,1
1.134,2,5,8,11,117.000,139.000,0.000,0,0.000,-5.633,-5.633,-0.169510,-0.168789,-0.000361,139.000,34.7500,199.500,1
1.137,2,5,8,11,193.000,63.000,0.000,0,0.000,-204.762,-204.762,-0.172347,-0.146137,-0.013105,63.000,15.7500,200.000,1
1.141,0,3,6,9,63.000,193.000,0.000,0,0.000,9.357,9.357,-0.168366,-0.169564,0.000599,193.000,48.2500,200.000,1
1.172,2,5,8,11,167.000,89.000,0.000,0,0.000,-325.823,-325.823,-0.179189,-0.137484,-0.020853,89.000,22.2500,200.000,1
1.191,3,6,8,11,219.000,37.000,0.000,0,0.000,-38.362,-38.362,-0.163947,-0.159036,-0.002455,37.000,9.2500,200.000,1
1.200,0,3,5,8,203.000,53.000,0.000,0,0.000,-99.435,-99.435,-0.167848,-0.155120,-0.006364,53.000,13.2500,200.000,1
1.220,1,4,7,10,117.000,140.000,0.500,1,0.000,22.574,22.574,-0.164126,-0.167016,0.001445,139.500,34.8750,199.000,1
1.224,1,4,7,10,177.000,80.000,0.500,1,15625.000,-10.478,15614.522,-0.165454,-0.164113,-0.000671,79.500,19.8750,200.000,1
1.228,7,10,22,25,202.000,53.000,-0.500,1,0.000,-118.938,-118.938,-0.174077,-0.158853,-0.007612,53.500,13.3750,231.568,0
1.252,1,4,7,10,90.000,166.000,0.000,0,0.000,-6.112,-6.112,-0.165749,-0.164966,-0.000391,166.000,41.5000,200.000,1
1.269,0,3,7,10,186.000,70.000,0.000,0,0.000,196.101,196.101,-0.138892,-0.163993,0.012550,70.000,17.5000,200.000,1
