# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=2048
# S_SYNC=200
# N_UP=8
# N_SYNC=2
# N_DOWN=8
# N_SLOTS=54
# MIN_RUN=7
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=1953.125
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
1.436,4,11,14,21,1632.000,414.000,-1.000,0,-1953.125,6.526,-1946.599,-0.035162,-0.041845,0.003342,415.000,103.7500,200.500,1
1.466,0,7,9,16,1628.000,418.000,-1.000,0,-1953.125,-0.389,-1953.514,-0.039305,-0.038907,-0.000199,419.000,104.7500,200.000,1
1.555,2,9,12,19,1828.000,218.000,-1.000,0,-1953.125,0.403,-1952.722,-0.039248,-0.039660,0.000206,219.000,54.7500,200.000,1
1.685,3,10,13,20,160.000,1886.000,-1.000,0,-1953.125,0.210,-1952.915,-0.039817,-0.040033,0.000108,1887.000,471.7500,200.000,1
1.750,11,18,21,28,1324.000,722.000,-1.000,0,-1953.125,-17.372,-1970.497,-0.047132,-0.029343,-0.008895,723.000,180.7500,200.000,1
1.782,9,16,17,24,489.000,1557.000,-1.000,0,-1953.125,15.034,-1938.091,-0.031503,-0.046898,0.007697,1558.000,389.5000,,
1.812,1,8,11,18,1625.000,421.000,-1.000,0,-1953.125,9.852,-1943.273,-0.034251,-0.044339,0.005044,422.000,105.5000,200.000,1
1.872,0,7,9,16,1297.000,749.000,-1.000,0,-1953.125,3.697,-1949.428,-0.040000,-0.043786,0.001893,750.000,187.5000,200.000,1
1.931,4,11,14,21,515.000,1531.000,-1.000,0,-1953.125,3.545,-1949.580,-0.037464,-0.041094,0.001815,1532.000,383.0000,100.000,0
1.965,0,7,10,17,419.000,1627.000,-1.000,0,-1953.125,1.899,-1951.226,-0.038166,-0.040110,0.000972,1628.000,407.0000,100.000,0
2.154,2,9,12,19,2019.000,27.000,-1.000,0,-1953.125,-0.354,-1953.479,-0.040384,-0.040021,-0.000181,28.000,7.0000,200.000,1
2.213,2,9,12,19,762.000,1284.000,-1.000,0,-1953.125,22.218,-1930.907,-0.025455,-0.048206,0.011376,1285.000,321.2500,100.000,0
2.271,3,10,13,20,762.000,1284.000,-1.000,0,-1953.125,12.514,-1940.611,-0.032394,-0.045207,0.006407,1285.000,321.2500,100.000,0
2.443,4,11,14,21,896.000,1150.000,-1.000,0,-1953.125,-0.563,-1953.688,-0.039613,-0.039036,-0.000288,1151.000,287.7500,100.000,0
2.479,0,7,10,17,748.000,1298.000,-1.000,0,-1953.125,-3.452,-1956.577,-0.041176,-0.037642,-0.001767,1299.000,324.7500,100.000,0
2.681,8,15,18,25,489.000,1557.000,-1.000,0,-1953.125,11.921,-1941.204,-0.033003,-0.045210,0.006103,1558.000,389.5000,100.000,0
2.747,3,10,13,20,1815.000,231.000,-1.000,0,-1953.125,3.102,-1950.023,-0.038756,-0.041932,0.001588,232.000,58.0000,200.000,1
2.778,1,8,11,18,1423.000,623.000,-1.000,0,-1953.125,5.357,-1947.768,-0.037526,-0.043011,0.002743,624.000,156.0000,200.000,1
2.810,0,7,9,16,965.000,1081.000,-1.000,0,-1953.125,0.075,-1953.050,-0.040643,-0.040719,0.000038,1082.000,270.5000,200.000,1
2.925,0,7,10,17,749.000,1297.000,-1.000,0,-1953.125,-10.486,-1963.611,-0.044154,-0.033417,-0.005369,1298.000,324.5000,100.000,0
3.121,0,7,46,53,110.000,1936.000,-1.000,0,-1953.125,0.094,-1953.031,-0.039786,-0.039883,0.000048,1937.000,484.2500,44.758,0
3.151,5,12,15,22,1612.000,434.000,-1.000,0,-1953.125,5.383,-1947.742,-0.037033,-0.042546,0.002756,435.000,108.7500,200.000,1
3.239,4,11,14,21,1714.000,332.000,-1.000,0,-1953.125,0.624,-1952.501,-0.040096,-0.040735,0.000320,333.000,83.2500,200.000,1
3.267,0,7,9,16,1164.000,882.000,-1.000,0,-1953.125,-2.042,-1955.167,-0.040909,-0.038817,-0.001046,883.000,220.7500,200.000,1
3.425,4,11,14,21,1538.000,508.000,-1.000,0,-1953.125,-11.849,-1964.974,-0.045949,-0.033815,-0.006067,509.000,127.2500,200.000,1
3.455,16,23,27,34,1763.000,283.000,-1.000,0,-1953.125,3.578,-1949.547,-0.036459,-0.040122,0.001832,284.000,71.0000,199.333,1
3.482,1,8,11,18,1833.000,213.000,-1.000,0,-1953.125,3.472,-1949.653,-0.038456,-0.042012,0.001778,214.000,53.5000,200.000,1
3.509,1,8,11,18,1833.000,213.000,-1.000,0,-1953.125,3.341,-1949.784,-0.038425,-0.041846,0.001711,214.000,53.5000,200.000,1
3.536,1,8,11,18,1833.000,213.000,-1.000,0,-1953.125,2.203,-1950.922,-0.039178,-0.041434,0.001128,214.000,53.5000,200.000,1
3.567,0,7,9,16,365.000,1681.000,-1.000,0,-1953.125,2.134,-1950.991,-0.040634,-0.042820,0.001093,1682.000,420.5000,200.000,1
3.596,0,7,9,16,365.000,1681.000,-1.000,0,-1953.125,0.388,-1952.737,-0.041037,-0.041434,0.000199,1682.000,420.5000,200.000,1
3.626,0,7,10,17,365.000,1681.000,-1.000,0,-1953.125,0.647,-1952.478,-0.040455,-0.041118,0.000331,1682.000,420.5000,200.000,1
3.656,0,7,10,17,365.000,1681.000,-1.000,0,-1953.125,8.158,-1944.967,-0.038980,-0.047334,0.004177,1682.000,420.5000,200.000,1
3.778,4,11,14,21,1423.000,623.000,-1.000,0,-1953.125,-9.359,-1962.484,-0.045280,-0.035696,-0.004792,624.000,156.0000,200.000,1
3.813,4,11,14,21,1423.000,623.000,-1.000,0,-1953.125,-11.917,-1965.042,-0.046657,-0.034453,-0.006102,624.000,156.0000,200.000,1
3.847,0,7,9,16,79.000,1967.000,-1.000,0,-1953.125,-0.397,-1953.522,-0.041692,-0.041286,-0.000203,1968.000,492.0000,200.000,1
3.878,0,7,10,17,1990.000,55.000,-1.500,1,-1953.125,-0.500,-1953.625,-0.041049,-0.040536,-0.000256,56.500,14.1250,200.000,1
3.905,0,7,9,16,1516.000,530.000,-1.000,0,-1953.125,6.285,-1946.840,-0.040580,-0.047016,0.003218,531.000,132.7500,200.000,1
3.932,3,10,13,20,900.000,1146.000,-1.000,0,-1953.125,16.052,-1937.073,-0.030818,-0.047255,0.008218,1147.000,286.7500,100.000,0
3.986,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,6.020,-1947.105,-0.036886,-0.043051,0.003082,555.000,138.7500,200.000,1
4.013,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,7.895,-1945.230,-0.034865,-0.042949,0.004042,555.000,138.7500,200.000,1
4.042,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,1.921,-1951.204,-0.039741,-0.041708,0.000984,555.000,138.7500,200.000,1
4.071,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-0.231,-1953.356,-0.041120,-0.040884,-0.000118,555.000,138.7500,200.000,1
4.099,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-1.913,-1955.038,-0.041337,-0.039378,-0.000979,555.000,138.7500,200.000,1
4.127,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-4.163,-1957.288,-0.042002,-0.037738,-0.002132,555.000,138.7500,200.000,1
4.156,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-6.084,-1959.209,-0.043214,-0.036983,-0.003115,555.000,138.7500,200.000,1
4.186,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-7.842,-1960.967,-0.044406,-0.036376,-0.004015,555.000,138.7500,200.000,1
4.214,2,9,12,19,1492.000,554.000,-1.000,0,-1953.125,-12.372,-1965.497,-0.045278,-0.032609,-0.006335,555.000,138.7500,200.000,1
4.247,1,8,11,18,2018.000,28.000,-1.000,0,-1953.125,-0.341,-1953.466,-0.041500,-0.041151,-0.000174,29.000,7.2500,200.000,1
4.369,1,8,11,18,905.000,1141.000,-1.000,0,-1953.125,13.645,-1939.480,-0.032488,-0.046461,0.006986,1142.000,285.5000,100.000,0
4.430,5,12,15,22,861.000,1185.000,-1.000,0,-1953.125,7.074,-1946.051,-0.035898,-0.043141,0.003622,1186.000,296.5000,100.000,0
4.458,2,9,12,19,995.000,1051.000,-1.000,0,-1953.125,3.607,-1949.518,-0.038307,-0.042000,0.001847,1052.000,263.0000,200.000,1
4.546,3,10,13,20,995.000,1051.000,-1.000,0,-1953.125,-4.615,-1957.740,-0.042627,-0.037901,-0.002363,1052.000,263.0000,200.000,1
4.576,3,10,12,19,497.000,1549.000,-1.000,0,-1953.125,-2.903,-1956.028,-0.041357,-0.038385,-0.001486,1550.000,387.5000,200.000,1
4.604,0,7,10,17,943.000,1103.000,-1.000,0,-1953.125,-9.985,-1963.110,-0.045786,-0.035561,-0.005113,1104.000,276.0000,100.000,0
4.664,11,18,21,28,303.000,1743.000,-1.000,0,-1953.125,-0.166,-1953.291,-0.041704,-0.041534,-0.000085,1744.000,436.0000,200.000,1
4.731,5,12,15,22,564.000,1482.000,-1.000,0,-1953.125,18.377,-1934.748,-0.029973,-0.048791,0.009409,1483.000,370.7500,100.000,0
4.765,3,10,31,38,1740.000,306.000,-1.000,0,-1953.125,7.412,-1945.713,-0.037286,-0.044876,0.003795,307.000,76.7500,149.728,0
5.004,3,10,13,20,1208.000,838.000,-1.000,0,-1953.125,-5.351,-1958.476,-0.042310,-0.036830,-0.002740,839.000,209.7500,200.000,1
5.093,1,8,11,18,1918.000,128.000,-1.000,0,-1953.125,-1.869,-1954.994,-0.042386,-0.040473,-0.000957,129.000,32.2500,200.000,1
5.212,4,11,14,21,559.000,1487.000,-1.000,0,-1953.125,11.735,-1941.390,-0.034918,-0.046935,0.006009,1488.000,372.0000,100.000,0
5.239,0,7,10,17,937.000,1109.000,-1.000,0,-1953.125,10.758,-1942.367,-0.034735,-0.045751,0.005508,1110.000,277.5000,100.000,0
5.413,2,9,12,19,1479.000,567.000,-1.000,0,-1953.125,-5.737,-1958.862,-0.043824,-0.037949,-0.002938,568.000,142.0000,200.000,1
5.621,2,9,12,19,1240.000,806.000,-1.000,0,-1953.125,15.216,-1937.909,-0.032292,-0.047873,0.007791,807.000,201.7500,200.000,1
5.739,0,7,9,16,102.000,1944.000,-1.000,0,-1953.125,-0.102,-1953.227,-0.041685,-0.041580,-0.000052,1945.000,486.2500,200.000,1
5.768,0,7,8,15,362.000,1684.000,-1.000,0,-1953.125,-0.724,-1953.849,-0.041838,-0.041097,-0.000371,1685.000,421.2500,,
5.861,4,11,32,39,122.000,1924.000,-1.000,0,-1953.125,0.469,-1952.656,-0.042005,-0.042485,0.000240,1925.000,481.2500,14.655,0
5.892,0,7,10,17,1474.000,572.000,-1.000,0,-1953.125,-8.576,-1961.701,-0.046529,-0.037747,-0.004391,573.000,143.2500,200.000,1
5.959,5,12,33,40,1232.000,815.000,-0.500,1,-1953.125,0.042,-1953.083,-0.041734,-0.041777,0.000022,815.500,203.8750,175.969,0
5.989,0,7,27,34,55.000,1991.000,-1.000,0,-1953.125,0.077,-1953.048,-0.041807,-0.041886,0.000040,1992.000,498.0000,2001.933,0
6.072,5,12,15,22,1363.000,683.000,-1.000,0,-1953.125,7.605,-1945.520,-0.036256,-0.044044,0.003894,684.000,171.0000,200.000,1
6.101,1,8,11,18,243.000,1803.000,-1.000,0,-1953.125,0.081,-1953.044,-0.042090,-0.042173,0.000042,1804.000,451.0000,200.000,1
6.131,1,8,11,18,243.000,1803.000,-1.000,0,-1953.125,-0.187,-1953.312,-0.041813,-0.041621,-0.000096,1804.000,451.0000,200.000,1
6.160,1,8,29,36,243.000,1803.000,-1.000,0,-1953.125,-0.283,-1953.408,-0.041973,-0.041684,-0.000145,1804.000,451.0000,98.373,0
6.190,1,8,11,18,243.000,1803.000,-1.000,0,-1953.125,-0.511,-1953.636,-0.042620,-0.042097,-0.000262,1804.000,451.0000,200.000,1
6.339,4,11,14,21,1449.000,597.000,-1.000,0,-1953.125,-10.322,-1963.447,-0.047011,-0.036441,-0.005285,598.000,149.5000,200.000,1
6.409,6,13,16,23,1249.000,798.000,-0.500,1,0.000,-0.851,-0.851,-0.042722,-0.041851,-0.000435,798.500,199.6250,199.000,1
6.469,0,7,10,17,1122.000,924.000,-1.000,0,-1953.125,13.874,-1939.251,-0.033924,-0.048130,0.007103,925.000,231.2500,200.000,1
6.569,6,13,16,23,152.000,1894.000,-1.000,0,-1953.125,-0.145,-1953.270,-0.042326,-0.042177,-0.000074,1895.000,473.7500,200.000,1
6.604,0,7,9,16,674.000,1372.000,-1.000,0,-1953.125,-0.835,-1953.960,-0.042243,-0.041388,-0.000428,1373.000,343.2500,200.000,1
6.653,6,13,16,23,1952.000,94.000,-1.000,0,-1953.125,-0.371,-1953.496,-0.042727,-0.042347,-0.000190,95.000,23.7500,200.000,1
6.720,1,8,11,18,1434.000,612.000,-1.000,0,-1953.125,-7.354,-1960.479,-0.045451,-0.037920,-0.003765,613.000,153.2500,200.000,1
6.750,5,12,15,22,1616.000,430.000,-1.000,0,-1953.125,-7.817,-1960.942,-0.046151,-0.038146,-0.004002,431.000,107.7500,200.000,1
6.779,0,7,10,17,1378.000,668.000,-1.000,0,-1953.125,-16.860,-1969.985,-0.050087,-0.032822,-0.008632,669.000,167.2500,200.000,1
6.909,5,12,15,22,653.000,1393.000,-1.000,0,-1953.125,11.138,-1941.987,-0.034974,-0.046379,0.005703,1394.000,348.5000,100.000,0
6.938,6,13,16,23,1917.000,129.000,-1.000,0,-1953.125,0.865,-1952.260,-0.041099,-0.041985,0.000443,130.000,32.5000,200.000,1
6.967,0,7,9,16,1273.000,773.000,-1.000,0,-1953.125,1.012,-1952.113,-0.042602,-0.043639,0.000518,774.000,193.5000,200.000,1
7.028,5,12,15,22,81.000,1965.000,-1.000,0,-1953.125,0.281,-1952.844,-0.042560,-0.042848,0.000144,1966.000,491.5000,200.000,1
7.058,2,9,12,19,1825.000,221.000,-1.000,0,-1953.125,0.336,-1952.789,-0.041232,-0.041577,0.000172,222.000,55.5000,200.000,1
7.089,0,7,8,15,737.000,1309.000,-1.000,0,-1953.125,-6.239,-1959.364,-0.044595,-0.038206,-0.003194,1310.000,327.5000,,
7.146,4,11,14,21,675.000,1371.000,-1.000,0,-1953.125,-12.322,-1965.447,-0.048109,-0.035492,-0.006309,1372.000,343.0000,100.000,0
7.175,0,7,10,17,1419.000,627.000,-1.000,0,-1953.125,-12.295,-1965.420,-0.049397,-0.036807,-0.006295,628.000,157.0000,200.000,1
7.352,5,12,15,22,190.000,1856.000,-1.000,0,-1953.125,0.679,-1952.446,-0.042900,-0.043595,0.000347,1857.000,464.2500,200.000,1
7.382,1,8,11,18,78.000,1968.000,-1.000,0,-1953.125,0.339,-1952.786,-0.042751,-0.043098,0.000174,1969.000,492.2500,200.000,1
7.479,3,10,13,20,738.000,1308.000,-1.000,0,-1953.125,-3.687,-1956.812,-0.043534,-0.039759,-0.001887,1309.000,327.2500,100.000,0
7.509,0,7,9,16,156.000,1890.000,-1.000,0,-1953.125,-2.073,-1955.198,-0.045233,-0.043110,-0.001061,1891.000,472.7500,200.000,1
7.657,2,9,12,19,1938.000,108.000,-1.000,0,-1953.125,-1.782,-1954.907,-0.044177,-0.042352,-0.000912,109.000,27.2500,199.500,1
7.746,6,13,16,23,1923.000,123.000,-1.000,0,-1953.125,1.162,-1951.963,-0.042204,-0.043394,0.000595,124.000,31.0000,200.000,1
7.775,0,7,10,17,711.000,1335.000,-1.000,0,-1953.125,8.274,-1944.851,-0.037118,-0.045591,0.004236,1336.000,334.0000,100.000,0
7.813,0,7,8,15,685.000,1361.000,-1.000,0,-1953.125,4.242,-1948.883,-0.040285,-0.044629,0.002172,1362.000,340.5000,,
7.907,4,11,16,23,1353.000,693.000,-1.000,1,-1953.125,-4.249,-1957.374,-0.043997,-0.039646,-0.002175,694.000,173.5000,300.077,0
7.935,1,8,11,18,1155.000,891.000,-1.000,0,-1953.125,-7.442,-1960.567,-0.046253,-0.038632,-0.003810,892.000,223.0000,200.000,1
7.994,3,10,13,20,1811.000,235.000,-1.000,0,-1953.125,-4.784,-1957.909,-0.045785,-0.040886,-0.002449,236.000,59.0000,200.000,1
8.166,4,11,14,21,1426.000,620.000,-1.000,0,-1953.125,7.567,-1945.558,-0.037880,-0.045628,0.003874,621.000,155.2500,200.000,1
8.199,1,8,11,18,124.000,1922.000,-1.000,0,-1953.125,-0.894,-1954.019,-0.043146,-0.042230,-0.000458,1923.000,480.7500,200.000,1
8.321,5,12,15,22,1234.000,812.000,-1.000,0,-1953.125,-4.668,-1957.793,-0.044796,-0.040016,-0.002390,813.000,203.2500,200.000,1
8.499,2,9,12,19,739.000,1307.000,-1.000,0,-1953.125,19.487,-1933.638,-0.031953,-0.051907,0.009977,1308.000,327.0000,100.000,0
8.530,0,7,10,17,927.000,1119.000,-1.000,0,-1953.125,16.483,-1936.642,-0.032491,-0.049370,0.008439,1120.000,280.0000,100.000,0
8.648,6,13,16,23,1719.000,327.000,-1.000,0,-1953.125,2.401,-1950.724,-0.040760,-0.043218,0.001229,328.000,82.0000,200.000,1
8.681,1,8,9,16,441.000,1605.000,-1.000,0,-1953.125,-0.434,-1953.559,-0.042385,-0.041941,-0.000222,1606.000,401.5000,,
8.711,0,7,9,16,1193.000,853.000,-1.000,0,-1953.125,-0.902,-1954.027,-0.042970,-0.042047,-0.000462,854.000,213.5000,200.000,1
8.799,0,7,9,16,737.000,1309.000,-1.000,0,-1953.125,-5.938,-1959.063,-0.042910,-0.036830,-0.003040,1310.000,327.5000,200.000,1
8.884,9,16,20,27,1021.000,1026.000,-0.500,1,0.000,-9.889,-9.889,-0.053733,-0.043607,-0.005063,1026.500,256.6250,199.333,1
8.917,2,9,13,20,1564.000,482.000,-1.000,0,-1953.125,5.997,-1947.128,-0.036801,-0.042942,0.003070,483.000,120.7500,310.876,0
8.950,2,9,12,19,1564.000,482.000,-1.000,0,-1953.125,10.161,-1942.964,-0.036724,-0.047129,0.005203,483.000,120.7500,200.000,1
8.984,1,8,11,18,484.000,1562.000,-1.000,0,-1953.125,9.849,-1943.276,-0.037292,-0.047378,0.005043,1563.000,390.7500,100.000,0
9.111,0,7,10,17,994.000,1052.000,-1.000,0,-1953.125,0.843,-1952.282,-0.041990,-0.042853,0.000432,1053.000,263.2500,200.000,1
9.168,0,7,9,16,874.000,1172.000,-1.000,0,-1953.125,-3.547,-1956.672,-0.043751,-0.040119,-0.001816,1173.000,293.2500,200.000,1
9.227,4,11,15,22,712.000,1334.000,-1.000,0,-1953.125,-4.159,-1957.284,-0.048215,-0.043956,-0.002129,1335.000,333.7500,134.293,0
9.256,0,7,10,17,882.000,1164.000,-1.000,0,-1953.125,-16.099,-1969.224,-0.050839,-0.034353,-0.008243,1165.000,291.2500,100.000,0
9.287,1,8,10,17,882.000,1164.000,-1.000,0,-1953.125,-11.184,-1964.309,-0.043724,-0.032272,-0.005726,1165.000,291.2500,200.000,1
9.400,4,11,14,21,1687.000,359.000,-1.000,0,-1953.125,5.361,-1947.764,-0.040609,-0.046099,0.002745,360.000,90.0000,200.000,1
9.430,0,7,10,17,137.000,1909.000,-1.000,0,-1953.125,0.491,-1952.634,-0.043635,-0.044137,0.000251,1910.000,477.5000,200.000,1
9.592,12,19,22,29,177.000,1869.000,-1.000,0,-1953.125,0.394,-1952.731,-0.043440,-0.043844,0.000202,1870.000,467.5000,200.000,1
9.621,0,7,10,17,841.000,1205.000,-1.000,0,-1953.125,-8.307,-1961.432,-0.046885,-0.038379,-0.004253,1206.000,301.5000,100.000,0
9.652,0,7,8,15,809.000,1237.000,-1.000,0,-1953.125,-12.889,-1966.014,-0.046927,-0.033729,-0.006599,1238.000,309.5000,,
9.724,3,10,12,19,1119.000,927.000,-1.000,0,-1953.125,-12.049,-1965.174,-0.043822,-0.031484,-0.006169,928.000,232.0000,200.000,1
9.755,0,7,27,34,953.000,1094.000,-0.500,1,-1953.125,11.795,-1941.330,-0.040504,-0.052582,0.006039,1094.500,273.6250,21.068,0
9.953,2,9,12,19,296.000,1750.000,-1.000,0,-1953.125,-0.573,-1953.698,-0.044222,-0.043635,-0.000293,1751.000,437.7500,200.000,1
10.073,0,7,9,16,1036.000,1010.000,-1.000,0,-1953.125,-7.599,-1960.724,-0.044283,-0.036502,-0.003891,1011.000,252.7500,200.000,1
10.130,6,13,16,23,1848.000,198.000,-1.000,0,-1953.125,-4.890,-1958.015,-0.046694,-0.041687,-0.002504,199.000,49.7500,199.500,1
10.159,2,9,13,20,1459.000,587.000,-1.000,0,-1953.125,9.559,-1943.566,-0.034179,-0.043968,0.004894,588.000,147.0000,199.333,1
10.364,5,12,15,22,735.000,1311.000,-1.000,0,-1953.125,0.435,-1952.690,-0.042815,-0.043260,0.000223,1312.000,328.0000,100.000,0
10.391,4,11,14,21,1561.000,485.000,-1.000,0,-1953.125,-1.624,-1954.749,-0.044707,-0.043045,-0.000831,486.000,121.5000,200.000,1
10.499,6,13,16,23,59.000,1987.000,-1.000,0,-1953.125,0.021,-1953.104,-0.044267,-0.044288,0.000011,1988.000,497.0000,200.000,1
10.533,6,13,16,23,59.000,1987.000,-1.000,0,-1953.125,0.343,-1952.782,-0.043954,-0.044306,0.000176,1988.000,497.0000,200.000,1
10.565,5,12,15,22,75.000,1971.000,-1.000,0,-1953.125,-0.158,-1953.283,-0.044510,-0.044348,-0.000081,1972.000,493.0000,200.000,1
10.662,0,7,9,16,1426.000,620.000,-1.000,0,-1953.125,4.019,-1949.106,-0.044528,-0.048644,0.002058,621.000,155.2500,200.000,1
10.716,3,10,13,20,1624.000,422.000,-1.000,0,-1953.125,4.120,-1949.005,-0.041670,-0.045889,0.002110,423.000,105.7500,200.000,1
10.771,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-2.296,-1955.421,-0.045246,-0.042895,-0.001176,1207.000,301.7500,200.000,1
10.799,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-2.126,-1955.251,-0.044119,-0.041941,-0.001089,1207.000,301.7500,200.000,1
10.827,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-3.984,-1957.109,-0.044255,-0.040175,-0.002040,1207.000,301.7500,200.000,1
10.856,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-4.670,-1957.795,-0.044374,-0.039592,-0.002391,1207.000,301.7500,200.000,1
10.887,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-6.242,-1959.367,-0.044298,-0.037907,-0.003196,1207.000,301.7500,200.000,1
10.921,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-8.474,-1961.599,-0.044575,-0.035898,-0.004339,1207.000,301.7500,200.000,1
10.952,0,7,9,16,840.000,1206.000,-1.000,0,-1953.125,-11.901,-1965.026,-0.044897,-0.032711,-0.006093,1207.000,301.7500,200.000,1
10.983,0,7,27,34,840.000,1207.000,-0.500,1,-1953.125,10.824,-1942.301,-0.044132,-0.055216,0.005542,1207.500,301.8750,2012.765,0
