# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=256
# S_SYNC=200
# N_UP=4
# N_SYNC=2
# N_DOWN=4
# N_SLOTS=30
# MIN_RUN=3
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=15625.0
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
14.317,2,5,8,11,171.000,85.000,0.000,0,0.000,287.855,287.855,-0.123004,-0.159849,0.018423,85.000,21.2500,200.000,1
14.321,1,4,7,10,69.000,187.000,0.000,0,0.000,-43.670,-43.670,-0.155825,-0.150235,-0.002795,187.000,46.7500,200.000,1
14.335,1,4,8,11,121.000,135.000,0.000,0,0.000,299.347,299.347,-0.113545,-0.151862,0.019158,135.000,33.7500,217.120,0
14.357,0,3,5,8,71.000,185.000,0.000,0,0.000,119.481,119.481,-0.133107,-0.148400,0.007647,185.000,46.2500,200.000,1
14.362,3,6,9,12,189.000,67.000,0.000,0,0.000,67.699,67.699,-0.135278,-0.143944,0.004333,67.000,16.7500,200.000,1
14.377,1,4,7,10,253.000,3.000,0.000,0,0.000,54.378,54.378,-0.146991,-0.153951,0.003480,3.000,0.7500,200.000,1
14.401,0,3,6,9,91.000,165.000,0.000,0,0.000,-63.567,-63.567,-0.153394,-0.145258,-0.004068,165.000,41.2500,200.000,1
14.415,0,3,6,9,161.000,95.000,0.000,0,0.000,-5.890,-5.890,-0.147382,-0.146628,-0.000377,95.000,23.7500,200.000,1
14.425,1,4,7,10,155.000,101.000,0.000,0,0.000,-31.144,-31.144,-0.143393,-0.139407,-0.001993,101.000,25.2500,200.000,1
14.436,0,3,6,9,101.000,155.000,0.000,0,0.000,-8.998,-8.998,-0.149320,-0.148169,-0.000576,155.000,38.7500,200.000,1
14.440,2,5,8,11,153.000,103.000,0.000,0,0.000,-101.297,-101.297,-0.144721,-0.131755,-0.006483,103.000,25.7500,200.000,1
14.450,0,3,6,9,107.000,149.000,0.000,0,0.000,-14.942,-14.942,-0.150540,-0.148627,-0.000956,149.000,37.2500,200.000,1
14.454,1,4,7,10,173.000,83.000,0.000,0,0.000,-93.867,-93.867,-0.147043,-0.135028,-0.006008,83.000,20.7500,200.000,1
14.469,2,5,8,11,27.000,229.000,0.000,0,0.000,26.459,26.459,-0.147109,-0.150496,0.001693,229.000,57.2500,200.000,1
14.486,2,5,18,21,119.000,137.000,0.000,0,0.000,-17.963,-17.963,-0.151601,-0.149302,-0.001150,137.000,34.2500,230.017,0
14.500,0,3,26,29,93.000,163.000,-0.000,1,0.000,-20.401,-20.401,-0.149549,-0.146938,-0.001306,163.000,40.7500,236.349,0
14.507,0,3,5,8,83.000,173.000,0.000,0,0.000,-97.411,-97.411,-0.161628,-0.149159,-0.006234,173.000,43.2500,200.000,1
14.514,0,3,6,9,181.000,75.000,0.000,0,0.000,-341.449,-341.449,-0.161751,-0.118045,-0.021853,75.000,18.7500,200.000,1
14.528,7,10,13,16,99.000,157.000,0.000,0,0.000,-83.830,-83.830,-0.160294,-0.149564,-0.005365,157.000,39.2500,199.500,1
14.535,0,3,6,9,41.000,215.000,0.000,0,0.000,13.228,13.228,-0.151948,-0.153642,0.000847,215.000,53.7500,199.500,1
14.546,3,6,8,11,193.000,63.000,0.000,0,0.000,-223.568,-223.568,-0.151267,-0.122650,-0.014308,63.000,15.7500,200.000,1
14.550,8,11,15,18,115.000,141.000,0.000,0,0.000,-388.877,-388.877,-0.149941,-0.100165,-0.024888,141.000,35.2500,182.499,0
14.567,2,5,8,11,57.000,199.000,0.000,0,0.000,25.125,25.125,-0.146055,-0.149271,0.001608,199.000,49.7500,199.000,1
14.574,1,4,7,10,234.000,21.000,-0.500,1,0.000,-27.848,-27.848,-0.147329,-0.143765,-0.001782,21.500,5.3750,201.000,1
14.582,0,3,5,8,238.000,17.000,-0.500,1,0.000,-34.121,-34.121,-0.146717,-0.142350,-0.002184,17.500,4.3750,201.000,1
14.585,6,9,12,15,244.000,11.000,-0.500,1,-15625.000,40.384,-15584.616,-0.142834,-0.148004,0.002585,11.500,2.8750,200.500,1
14.593,0,3,6,9,117.000,140.000,0.500,1,15625.000,-4.533,15620.467,-0.152761,-0.152181,-0.000290,139.500,34.8750,199.000,1
14.606,7,10,24,27,216.000,40.000,0.000,0,0.000,149.624,149.624,-0.134119,-0.153271,0.009576,40.000,10.0000,223.368,0
14.610,2,5,8,11,121.000,136.000,0.500,1,0.000,63.806,63.806,-0.144561,-0.152728,0.004084,135.500,33.8750,199.000,1
14.634,4,7,10,13,22.000,234.000,0.000,0,0.000,-10.157,-10.157,-0.148576,-0.147276,-0.000650,234.000,58.5000,200.000,1
14.645,1,4,7,10,104.000,152.000,0.000,0,0.000,-16.887,-16.887,-0.145517,-0.143356,-0.001081,152.000,38.0000,200.000,1
14.656,2,5,8,11,198.000,58.000,0.000,0,0.000,175.749,175.749,-0.134790,-0.157286,0.011248,58.000,14.5000,200.000,1
14.674,0,3,6,9,4.000,252.000,0.000,0,0.000,27.879,27.879,-0.150221,-0.153789,0.001784,252.000,63.0000,200.000,1
14.679,1,4,7,10,168.000,88.000,0.000,0,0.000,150.176,150.176,-0.122491,-0.141714,0.009611,88.000,22.0000,200.000,1
14.688,2,5,8,11,106.000,150.000,0.000,0,0.000,-4.504,-4.504,-0.150134,-0.149558,-0.000288,150.000,37.5000,200.000,1
14.701,0,3,15,18,114.000,142.000,0.000,0,0.000,168.336,168.336,-0.126957,-0.148504,0.010773,142.000,35.5000,220.673,0
14.709,0,3,6,9,236.000,20.000,0.000,0,0.000,-0.719,-0.719,-0.146512,-0.146420,-0.000046,20.000,5.0000,200.000,1
14.713,1,4,7,10,84.000,172.000,0.000,0,0.000,71.598,71.598,-0.144657,-0.153822,0.004582,172.000,43.0000,200.000,1
14.716,0,3,5,8,208.000,48.000,0.000,0,0.000,-52.222,-52.222,-0.152435,-0.145750,-0.003342,48.000,12.0000,200.000,1
14.719,0,3,6,9,166.000,90.000,0.000,0,0.000,68.159,68.159,-0.136702,-0.145427,0.004362,90.000,22.5000,200.000,1
14.725,0,3,6,9,82.000,174.000,0.000,0,0.000,-36.356,-36.356,-0.150457,-0.145804,-0.002327,174.000,43.5000,200.000,1
14.729,7,10,24,27,124.000,132.000,0.000,0,0.000,263.938,263.938,-0.120243,-0.154027,0.016892,132.000,33.0000,222.828,0
14.736,0,3,7,10,146.000,110.000,0.000,0,0.000,123.140,123.140,-0.132010,-0.147772,0.007881,110.000,27.5000,200.000,1
14.757,2,5,8,11,112.000,144.000,0.000,0,0.000,1.742,1.742,-0.151087,-0.151310,0.000111,144.000,36.0000,200.000,1
14.763,1,4,7,10,26.000,230.000,0.000,0,0.000,46.674,46.674,-0.152819,-0.158793,0.002987,230.000,57.5000,200.000,1
14.767,2,5,8,11,38.000,218.000,0.000,0,0.000,8.713,8.713,-0.147851,-0.148966,0.000558,218.000,54.5000,200.000,1
14.784,1,4,7,10,156.000,100.000,0.000,0,0.000,-72.826,-72.826,-0.145695,-0.136373,-0.004661,100.000,25.0000,200.000,1
14.797,0,3,5,8,130.000,126.000,0.000,0,0.000,63.659,63.659,-0.141354,-0.149503,0.004074,126.000,31.5000,200.000,1
14.804,2,5,8,11,184.000,72.000,0.000,0,0.000,-151.398,-151.398,-0.147509,-0.128130,-0.009689,72.000,18.0000,200.000,1
14.808,0,3,6,9,80.000,176.000,0.000,0,0.000,2.210,2.210,-0.151413,-0.151696,0.000141,176.000,44.0000,200.000,1
14.816,1,4,7,10,36.000,220.000,0.000,0,0.000,-44.484,-44.484,-0.152918,-0.147224,-0.002847,220.000,55.0000,200.000,1
14.831,0,3,6,9,84.000,172.000,0.000,0,0.000,-69.641,-69.641,-0.154771,-0.145856,-0.004457,172.000,43.0000,200.000,1
14.835,0,3,6,9,64.000,192.000,0.000,0,0.000,-40.855,-40.855,-0.151904,-0.146675,-0.002615,192.000,48.0000,200.000,1
14.839,2,5,7,10,54.000,202.000,0.000,0,0.000,43.504,43.504,-0.151391,-0.156960,0.002784,202.000,50.5000,200.000,1
14.844,2,5,18,21,230.000,26.000,0.000,0,0.000,-91.410,-91.410,-0.149692,-0.137991,-0.005850,26.000,6.5000,224.031,0
14.849,2,5,8,11,230.000,26.000,0.000,0,0.000,-19.871,-19.871,-0.147633,-0.145090,-0.001272,26.000,6.5000,200.000,1
14.866,0,3,15,18,252.000,4.000,0.000,0,0.000,10.930,10.930,-0.147107,-0.148506,0.000700,4.000,1.0000,250.765,0
14.870,2,5,8,11,132.000,124.000,0.000,0,0.000,-18.319,-18.319,-0.152769,-0.150425,-0.001172,124.000,31.0000,199.500,1
14.874,1,4,7,10,110.000,146.000,0.000,0,0.000,23.933,23.933,-0.147976,-0.151039,0.001532,146.000,36.5000,248.000,0
14.878,3,6,9,12,104.000,152.000,0.000,0,0.000,-15.968,-15.968,-0.149453,-0.147409,-0.001022,152.000,38.0000,199.500,1
14.883,0,3,26,29,134.000,122.000,0.000,0,0.000,1.672,1.672,-0.150556,-0.150770,0.000107,122.000,30.5000,222.670,0
14.891,0,3,6,9,110.000,146.000,0.000,0,0.000,-0.103,-0.103,-0.150258,-0.150245,-0.000007,146.000,36.5000,199.500,1
14.902,2,5,7,10,174.000,82.000,0.000,0,0.000,-285.656,-285.656,-0.146784,-0.110220,-0.018282,82.000,20.5000,200.000,1
14.910,8,11,24,27,94.000,163.000,0.500,1,15625.000,-39.489,15585.511,-0.154442,-0.149387,-0.002527,162.500,40.6250,246.191,0
14.918,2,5,8,11,9.000,246.000,-0.500,1,0.000,-5.753,-5.753,-0.151716,-0.150979,-0.000368,246.500,61.6250,200.500,1
14.927,0,3,6,9,203.000,52.000,-0.500,1,-15625.000,4.001,-15620.999,-0.127476,-0.127988,0.000256,52.500,13.1250,201.000,1
14.931,0,3,5,8,51.000,204.000,-0.500,1,-15625.000,194.357,-15430.643,-0.126306,-0.151184,0.012439,204.500,51.1250,200.000,1
14.934,2,5,18,21,225.000,30.000,-0.500,1,-15625.000,16.984,-15608.016,-0.139870,-0.142044,0.001087,30.500,7.6250,226.738,0
14.941,1,4,7,10,251.000,4.000,-0.500,1,-15625.000,53.539,-15571.461,-0.142875,-0.149728,0.003426,4.500,1.1250,200.000,1
14.948,2,5,9,12,177.000,79.000,0.000,0,0.000,204.750,204.750,-0.124240,-0.150448,0.013104,79.000,19.7500,200.000,1
14.951,1,4,7,10,11.000,244.000,-0.500,1,0.000,-31.469,-31.469,-0.150843,-0.146815,-0.002014,244.500,61.1250,200.000,1
14.958,8,11,14,17,51.000,205.000,0.000,0,0.000,-7.572,-7.572,-0.149654,-0.148685,-0.000485,205.000,51.2500,200.000,1
14.961,2,5,9,12,209.000,47.000,0.000,0,0.000,128.148,128.148,-0.134796,-0.151199,0.008201,47.000,11.7500,199.667,1
14.965,0,3,7,10,181.000,75.000,0.000,0,0.000,158.755,158.755,-0.125316,-0.145637,0.010160,75.000,18.7500,200.333,1
14.969,0,3,6,9,107.000,149.000,0.000,0,0.000,-5.864,-5.864,-0.152005,-0.151254,-0.000375,149.000,37.2500,200.000,1
14.979,0,3,6,9,183.000,73.000,0.000,0,0.000,5.755,5.755,-0.148237,-0.148974,0.000368,73.000,18.2500,200.000,1
15.010,4,7,10,13,81.000,175.000,0.000,0,0.000,-32.143,-32.143,-0.156230,-0.152115,-0.002057,175.000,43.7500,200.000,1
15.016,2,5,8,11,97.000,159.000,0.000,0,0.000,-0.732,-0.732,-0.151947,-0.151854,-0.000047,159.000,39.7500,200.000,1
15.051,2,5,8,11,153.000,103.000,0.000,0,0.000,228.819,228.819,-0.122940,-0.152229,0.014644,103.000,25.7500,200.000,1
15.060,0,3,6,9,229.000,27.000,0.000,0,0.000,68.607,68.607,-0.140135,-0.148917,0.004391,27.000,6.7500,200.000,1
15.064,2,5,18,21,81.000,175.000,0.000,0,0.000,2.569,2.569,-0.151073,-0.151402,0.000164,175.000,43.7500,225.563,0
15.070,0,3,15,18,71.000,185.000,0.000,0,0.000,139.874,139.874,-0.132568,-0.150472,0.008952,185.000,46.2500,231.062,0
15.077,5,8,11,14,91.000,165.000,0.000,0,0.000,-6.859,-6.859,-0.147524,-0.146646,-0.000439,165.000,41.2500,200.000,1
15.086,0,3,6,9,217.000,39.000,0.000,0,0.000,-19.192,-19.192,-0.145778,-0.143322,-0.001228,39.000,9.7500,200.000,1
15.091,0,3,5,8,159.000,97.000,0.000,0,0.000,-44.767,-44.767,-0.146649,-0.140919,-0.002865,97.000,24.2500,200.000,1
15.096,0,3,6,9,127.000,129.000,0.000,0,0.000,25.657,25.657,-0.148245,-0.151529,0.001642,129.000,32.2500,200.000,1
15.105,2,5,8,11,35.000,221.000,0.000,0,0.000,-7.185,-7.185,-0.151054,-0.150134,-0.000460,221.000,55.2500,200.000,1
15.109,1,4,7,10,225.000,31.000,0.000,0,0.000,-9.247,-9.247,-0.146980,-0.145797,-0.000592,31.000,7.7500,200.000,1
15.114,0,3,5,8,181.000,75.000,0.000,0,0.000,-10.734,-10.734,-0.143177,-0.141803,-0.000687,75.000,18.7500,200.000,1
15.118,0,3,6,9,231.000,25.000,0.000,0,0.000,-7.992,-7.992,-0.144212,-0.143189,-0.000511,25.000,6.2500,200.000,1
15.121,5,8,11,14,227.000,29.000,0.000,0,0.000,-88.569,-88.569,-0.157729,-0.146392,-0.005668,29.000,7.2500,200.000,1
15.130,0,3,5,8,29.000,227.000,0.000,0,0.000,-24.052,-24.052,-0.152562,-0.149483,-0.001539,227.000,56.7500,200.000,1
15.137,0,3,5,8,43.000,213.000,0.000,0,0.000,19.654,19.654,-0.147112,-0.149628,0.001258,213.000,53.2500,200.000,1
15.147,0,3,5,8,211.000,45.000,0.000,0,0.000,-54.247,-54.247,-0.147107,-0.140163,-0.003472,45.000,11.2500,200.000,1
15.154,1,4,7,10,49.000,207.000,0.000,0,0.000,1.675,1.675,-0.152020,-0.152235,0.000107,207.000,51.7500,200.000,1
15.158,2,5,8,11,143.000,113.000,0.000,0,0.000,-169.828,-169.828,-0.150525,-0.128788,-0.010869,113.000,28.2500,200.000,1
15.165,7,10,13,16,255.000,1.000,0.000,0,0.000,36.136,36.136,-0.149767,-0.154392,0.002313,1.000,0.2500,200.000,1
15.169,1,4,8,11,143.000,113.000,0.000,0,0.000,-9.281,-9.281,-0.150855,-0.149667,-0.000594,113.000,28.2500,199.667,1
15.172,0,3,5,8,47.000,209.000,0.000,0,0.000,6.998,6.998,-0.149919,-0.150815,0.000448,209.000,52.2500,200.000,1
15.179,8,11,15,18,137.000,119.000,0.000,0,0.000,-59.400,-59.400,-0.155740,-0.148137,-0.003802,119.000,29.7500,199.667,1
15.206,1,4,7,10,141.000,115.000,0.000,0,0.000,-66.678,-66.678,-0.150932,-0.142397,-0.004267,115.000,28.7500,199.500,1
15.221,0,3,6,9,155.000,101.000,0.000,0,0.000,-30.057,-30.057,-0.154320,-0.150472,-0.001924,101.000,25.2500,200.000,1
15.225,2,5,8,11,63.000,193.000,0.000,0,0.000,-18.186,-18.186,-0.155314,-0.152986,-0.001164,193.000,48.2500,199.000,1
15.247,2,5,18,21,24.000,231.000,-0.500,1,0.000,-28.937,-28.937,-0.150584,-0.146880,-0.001852,231.500,57.8750,226.077,0
15.258,2,5,7,10,189.000,67.000,0.000,0,0.000,-275.927,-275.927,-0.152884,-0.117566,-0.017659,67.000,16.7500,200.000,1
15.262,2,5,8,11,155.000,102.000,0.500,1,15625.000,-21.091,15603.909,-0.150374,-0.147675,-0.001350,101.500,25.3750,199.500,1
15.283,0,3,6,9,179.000,78.000,0.500,1,0.000,14.626,14.626,-0.148521,-0.150393,0.000936,77.500,19.3750,199.500,1
15.287,3,6,9,12,169.000,88.000,0.500,1,0.000,7.974,7.974,-0.148627,-0.149648,0.000510,87.500,21.8750,199.500,1
15.291,7,10,13,16,232.000,23.000,-0.500,1,-15625.000,59.596,-15565.404,-0.139053,-0.146681,0.003814,23.500,5.8750,200.000,1
15.298,8,11,14,17,30.000,225.000,-0.500,1,0.000,-3.581,-3.581,-0.146015,-0.145556,-0.000229,225.500,56.3750,200.000,1
15.320,3,6,9,12,64.000,192.000,0.000,0,0.000,-2.444,-2.444,-0.150821,-0.150508,-0.000156,192.000,48.0000,200.000,1
15.328,2,5,8,11,150.000,106.000,0.000,0,0.000,478.506,478.506,-0.107786,-0.169035,0.030624,106.000,26.5000,199.500,1
15.339,3,6,9,12,240.000,16.000,0.000,0,0.000,103.878,103.878,-0.139729,-0.153025,0.006648,16.000,4.0000,200.000,1
15.344,1,4,8,11,198.000,58.000,0.000,0,0.000,199.189,199.189,-0.127998,-0.153494,0.012748,58.000,14.5000,200.333,1
15.348,1,4,7,10,248.000,8.000,0.000,0,0.000,-10.590,-10.590,-0.148797,-0.147442,-0.000678,8.000,2.0000,200.000,1
15.361,0,3,16,19,80.000,176.000,0.000,0,0.000,-8.885,-8.885,-0.149775,-0.148638,-0.000569,176.000,44.0000,231.301,0
15.375,1,4,7,10,162.000,94.000,0.000,0,0.000,174.683,174.683,-0.126219,-0.148578,0.011180,94.000,23.5000,200.000,1
15.388,0,3,5,8,60.000,196.000,0.000,0,0.000,154.329,154.329,-0.130082,-0.149837,0.009877,196.000,49.0000,200.000,1
15.394,8,11,13,16,66.000,190.000,0.000,0,0.000,127.252,127.252,-0.132910,-0.149199,0.008144,190.000,47.5000,200.000,1
15.417,0,3,7,10,118.000,138.000,0.000,0,0.000,178.966,178.966,-0.127025,-0.149932,0.011454,138.000,34.5000,217.120,0
15.424,1,4,7,10,230.000,26.000,0.000,0,0.000,59.585,59.585,-0.141100,-0.148727,0.003813,26.000,6.5000,200.000,1
15.440,0,3,6,9,108.000,148.000,0.000,0,0.000,-16.395,-16.395,-0.153114,-0.151016,-0.001049,148.000,37.0000,200.000,1
15.456,2,5,8,11,68.000,188.000,0.000,0,0.000,-18.451,-18.451,-0.150877,-0.148515,-0.001181,188.000,47.0000,200.000,1
15.460,10,13,16,19,12.000,244.000,0.000,0,0.000,15.650,15.650,-0.150783,-0.152786,0.001002,244.000,61.0000,200.000,1
15.463,0,3,5,8,186.000,70.000,0.000,0,0.000,-115.276,-115.276,-0.148908,-0.134153,-0.007378,70.000,17.5000,200.000,1
15.467,0,3,6,9,240.000,16.000,0.000,0,0.000,-72.915,-72.915,-0.156395,-0.147061,-0.004667,16.000,4.0000,200.000,1
15.470,6,9,11,14,54.000,202.000,0.000,0,0.000,-31.755,-31.755,-0.154827,-0.150762,-0.002032,202.000,50.5000,200.000,1
15.474,2,5,8,11,206.000,50.000,0.000,0,0.000,-66.700,-66.700,-0.148731,-0.140193,-0.004269,50.000,12.5000,200.000,1
15.505,0,3,7,10,128.000,128.000,0.000,0,0.000,24.601,24.601,-0.146614,-0.149763,0.001574,128.000,32.0000,200.000,1
15.513,0,3,5,8,194.000,62.000,0.000,0,0.000,-107.720,-107.720,-0.149398,-0.135610,-0.006894,62.000,15.5000,200.000,1
15.527,0,3,5,8,86.000,170.000,0.000,0,0.000,-33.719,-33.719,-0.154610,-0.150295,-0.002158,170.000,42.5000,200.000,1
15.531,2,5,8,11,250.000,6.000,0.000,0,0.000,15.614,15.614,-0.149840,-0.151839,0.000999,6.000,1.5000,200.000,1
15.534,6,9,12,15,176.000,80.000,0.000,0,0.000,-278.790,-278.790,-0.158089,-0.122404,-0.017843,80.000,20.0000,200.000,1
15.538,0,3,7,10,154.000,102.000,0.000,0,0.000,47.008,47.008,-0.153838,-0.159855,0.003009,102.000,25.5000,199.667,1
15.553,0,3,5,8,224.000,32.000,0.000,0,0.000,-29.960,-29.960,-0.146120,-0.142286,-0.001917,32.000,8.0000,200.000,1
15.583,3,6,8,11,232.000,24.000,0.000,0,0.000,-83.799,-83.799,-0.151570,-0.140844,-0.005363,24.000,6.0000,200.000,1
15.611,2,5,8,11,19.000,236.000,-0.500,1,0.000,-19.325,-19.325,-0.149823,-0.147350,-0.001237,236.500,59.1250,200.000,1
15.614,0,3,5,8,231.000,24.000,-0.500,1,0.000,-80.169,-80.169,-0.154183,-0.143922,-0.005131,24.500,6.1250,201.000,1
15.621,2,5,8,11,233.000,22.000,-0.500,1,-15625.000,7.626,-15617.374,-0.139952,-0.140928,0.000488,22.500,5.6250,201.000,1
15.632,3,6,9,12,124.000,133.000,0.500,1,15625.000,-7.117,15617.883,-0.150650,-0.149739,-0.000455,132.500,33.1250,199.000,1
15.647,8,11,15,18,185.000,71.000,0.000,0,0.000,199.703,199.703,-0.126555,-0.152117,0.012781,71.000,17.7500,200.333,1
15.664,0,3,6,9,121.000,135.000,0.000,0,0.000,-22.363,-22.363,-0.150174,-0.147312,-0.001431,135.000,33.7500,200.000,1
15.672,1,4,7,10,103.000,153.000,0.000,0,0.000,-30.331,-30.331,-0.152962,-0.149080,-0.001941,153.000,38.2500,200.000,1
15.682,0,3,5,8,189.000,67.000,0.000,0,0.000,45.952,45.952,-0.151068,-0.156949,0.002941,67.000,16.7500,200.000,1
15.689,2,5,8,11,107.000,149.000,0.000,0,0.000,1.982,1.982,-0.148831,-0.149085,0.000127,149.000,37.2500,200.000,1
15.696,0,3,6,9,13.000,243.000,0.000,0,0.000,-10.071,-10.071,-0.151966,-0.150677,-0.000645,243.000,60.7500,200.000,1
15.707,2,5,8,11,19.000,237.000,0.000,0,0.000,-20.093,-20.093,-0.148218,-0.145646,-0.001286,237.000,59.2500,200.000,1
15.715,4,7,20,23,23.000,233.000,0.000,0,0.000,-40.368,-40.368,-0.150389,-0.145222,-0.002584,233.000,58.2500,222.447,0
15.719,0,3,5,8,71.000,185.000,0.000,0,0.000,92.172,92.172,-0.135158,-0.146956,0.005899,185.000,46.2500,200.000,1
15.734,0,3,5,8,31.000,225.000,0.000,0,0.000,57.756,57.756,-0.142807,-0.150200,0.003696,225.000,56.2500,200.000,1
15.737,0,3,6,9,29.000,227.000,0.000,0,0.000,16.137,16.137,-0.149935,-0.152001,0.001033,227.000,56.7500,200.000,1
15.741,2,5,8,11,101.000,155.000,0.000,0,0.000,23.982,23.982,-0.150348,-0.153418,0.001535,155.000,38.7500,200.000,1
15.745,1,4,17,20,209.000,47.000,0.000,0,0.000,32.846,32.846,-0.142254,-0.146459,0.002102,47.000,11.7500,227.288,0
15.755,0,3,5,8,77.000,179.000,0.000,0,0.000,99.303,99.303,-0.133322,-0.146033,0.006355,179.000,44.7500,200.000,1
15.759,1,4,17,20,171.000,85.000,0.000,0,0.000,109.241,109.241,-0.132234,-0.146217,0.006991,85.000,21.2500,237.896,0
15.767,1,4,7,10,141.000,115.000,0.000,0,0.000,110.454,110.454,-0.132707,-0.146845,0.007069,115.000,28.7500,200.000,1
15.781,0,3,6,9,209.000,47.000,0.000,0,0.000,-28.457,-28.457,-0.144628,-0.140985,-0.001821,47.000,11.7500,200.000,1
15.795,1,4,7,10,39.000,217.000,0.000,0,0.000,0.264,0.264,-0.150132,-0.150166,0.000017,217.000,54.2500,200.000,1
15.802,0,3,6,9,217.000,39.000,0.000,0,0.000,-15.583,-15.583,-0.147438,-0.145443,-0.000997,39.000,9.7500,200.000,1
15.809,0,3,15,18,205.000,51.000,0.000,0,0.000,-86.038,-86.038,-0.151062,-0.140049,-0.005506,51.000,12.7500,221.452,0
15.818,1,4,7,10,65.000,191.000,0.000,0,0.000,6.866,6.866,-0.147042,-0.147921,0.000439,191.000,47.7500,200.000,1
15.822,0,3,5,8,95.000,161.000,0.000,0,0.000,-2.653,-2.653,-0.148037,-0.147697,-0.000170,161.000,40.2500,200.000,1
15.826,2,5,8,11,155.000,101.000,0.000,0,0.000,-108.087,-108.087,-0.146064,-0.132229,-0.006918,101.000,25.2500,200.000,1
15.830,0,3,6,9,145.000,111.000,0.000,0,0.000,-27.194,-27.194,-0.151799,-0.148318,-0.001740,111.000,27.7500,200.000,1
15.834,3,6,9,12,167.000,89.000,0.000,0,0.000,-108.840,-108.840,-0.143425,-0.129494,-0.006966,89.000,22.2500,200.000,1
15.837,2,5,8,11,173.000,83.000,0.000,0,0.000,-97.715,-97.715,-0.145432,-0.132925,-0.006254,83.000,20.7500,200.000,1
15.848,2,5,8,11,55.000,201.000,0.000,0,0.000,26.248,26.248,-0.147134,-0.150493,0.001680,201.000,50.2500,200.000,1
15.855,1,4,7,10,185.000,71.000,0.000,0,0.000,-174.050,-174.050,-0.152601,-0.130323,-0.011139,71.000,17.7500,200.000,1
15.862,7,10,12,15,161.000,95.000,0.000,0,0.000,-244.529,-244.529,-0.155689,-0.124389,-0.015650,95.000,23.7500,200.000,1
15.880,0,3,16,19,51.000,205.000,0.000,0,0.000,8.766,8.766,-0.150790,-0.151912,0.000561,205.000,51.2500,253.173,0
15.891,0,3,5,8,209.000,47.000,0.000,0,0.000,-166.715,-166.715,-0.149545,-0.128206,-0.010670,47.000,11.7500,200.000,1
15.894,1,4,17,20,193.000,63.000,0.000,0,0.000,-320.810,-320.810,-0.167910,-0.126846,-0.020532,63.000,15.7500,229.164,0
15.905,9,12,14,17,209.000,47.000,0.000,0,0.000,-136.269,-136.269,-0.148352,-0.130910,-0.008721,47.000,11.7500,200.000,1
15.916,2,5,8,11,111.000,145.000,0.000,0,0.000,-15.590,-15.590,-0.152763,-0.150767,-0.000998,145.000,36.2500,199.500,1
15.920,5,8,10,13,187.000,69.000,0.000,0,0.000,-272.625,-272.625,-0.153938,-0.119042,-0.017448,69.000,17.2500,200.000,1
15.924,3,6,8,11,235.000,21.000,0.000,0,0.000,-31.973,-31.973,-0.148453,-0.144361,-0.002046,21.000,5.2500,200.000,1
15.932,0,3,27,30,111.000,145.000,0.000,0,0.000,-349.946,-349.946,-0.148010,-0.103216,-0.022397,145.000,36.2500,243.038,0
15.943,15,18,21,24,169.000,88.000,0.500,1,0.000,80.950,80.950,-0.147383,-0.157745,0.005181,87.500,21.8750,200.000,1
15.947,3,6,19,22,89.000,168.000,0.500,1,15625.000,-30.129,15594.871,-0.149124,-0.145267,-0.001928,167.500,41.8750,227.427,0
15.950,0,3,6,9,8.000,247.000,-0.500,1,-15625.000,58.926,-15566.074,-0.148805,-0.156347,0.003771,247.500,61.8750,200.500,1
15.957,0,3,6,9,242.000,13.000,-0.500,1,0.000,-8.697,-8.697,-0.148699,-0.147586,-0.000557,13.500,3.3750,201.000,1
15.964,1,4,7,10,20.000,235.000,-0.500,1,0.000,-31.225,-31.225,-0.156571,-0.152575,-0.001998,235.500,58.8750,200.000,1
15.971,9,12,14,17,248.000,7.000,-0.500,1,-15625.000,5.862,-15619.138,-0.159489,-0.160239,0.000375,7.500,1.8750,200.000,1
15.983,0,3,16,19,95.000,162.000,0.500,1,15625.000,-0.953,15624.047,-0.150336,-0.150214,-0.000061,161.500,40.3750,222.252,0
15.997,2,5,8,11,34.000,222.000,0.000,0,0.000,39.873,39.873,-0.145875,-0.150978,0.002552,222.000,55.5000,200.000,1
16.000,2,5,8,11,150.000,106.000,0.000,0,0.000,513.856,513.856,-0.107461,-0.173235,0.032887,106.000,26.5000,199.500,1
16.004,2,5,8,11,116.000,140.000,0.000,0,0.000,21.492,21.492,-0.151833,-0.154583,0.001375,140.000,35.0000,200.000,1
16.007,0,3,26,29,42.000,214.000,0.000,0,0.000,-26.543,-26.543,-0.150377,-0.146980,-0.001699,214.000,53.5000,221.042,0
16.014,0,3,15,18,160.000,96.000,0.000,0,0.000,144.461,144.461,-0.150076,-0.168567,0.009245,96.000,24.0000,212.873,0
16.028,0,3,6,9,46.000,210.000,0.000,0,0.000,18.453,18.453,-0.146015,-0.148377,0.001181,210.000,52.5000,200.000,1
