# LO_Hz=2400000000
# BW_Hz=4000000
# FS_Hz=4000000
# N=2048
# S_SYNC=200
# N_UP=4
# N_SYNC=2
# N_DOWN=4
# N_SLOTS=30
# MIN_RUN=3
# BIN_TOL=0
# PSR_MIN=10.0
# RX_GAIN_dB=40
# bin_Hz=1953.125
# sample_us=0.25
t_s,run_up0,run_up1,run_dn0,run_dn1,f_up,f_dn,c_bins,tie,cfo_int_hz,cfo_frac_hz,cfo_hz,eps_up,eps_dn,eps_frac,sto_bins,sto_us,sync_meas,sync_ok
0.255,0,3,5,8,1058.000,988.000,-1.000,0,-1953.125,-20.480,-1973.605,-0.043393,-0.022421,-0.010486,989.000,247.2500,200.000,1
0.271,0,3,5,8,412.000,1634.000,-1.000,0,-1953.125,12.206,-1940.919,-0.055828,-0.068327,0.006249,1635.000,408.7500,200.000,1
0.337,2,5,8,11,186.000,1860.000,-1.000,0,-1953.125,0.730,-1952.395,-0.043690,-0.044438,0.000374,1861.000,465.2500,200.000,1
0.355,2,5,8,11,854.000,1193.000,-0.500,1,0.000,-0.919,-0.919,-0.045977,-0.045037,-0.000470,1193.500,298.3750,199.500,1
0.373,0,3,7,10,1555.000,491.000,-1.000,0,-1953.125,31.446,-1921.679,-0.020469,-0.052670,0.016100,492.000,123.0000,199.333,1
0.461,1,4,17,20,547.000,1499.000,-1.000,0,-1953.125,45.772,-1907.353,-0.015451,-0.062322,0.023435,1500.000,375.0000,24.441,0
0.495,0,3,4,7,731.000,1315.000,-1.000,0,-1953.125,27.871,-1925.254,-0.028609,-0.057149,0.014270,1316.000,329.0000,,
0.530,0,3,7,10,2017.000,29.000,-1.000,0,-1953.125,3.099,-1950.026,-0.043404,-0.046577,0.001587,30.000,7.5000,361.726,0
0.582,1,4,7,10,1915.000,131.000,-1.000,0,-1953.125,-2.534,-1955.659,-0.046112,-0.043518,-0.001297,132.000,33.0000,200.000,1
0.616,0,3,6,9,919.000,1127.000,-1.000,0,-1953.125,-18.234,-1971.359,-0.050458,-0.031787,-0.009336,1128.000,282.0000,100.000,0
0.671,1,4,6,9,521.000,1525.000,-1.000,0,-1953.125,-22.288,-1975.413,-0.046935,-0.024112,-0.011411,1526.000,381.5000,200.000,1
0.745,0,3,5,8,1415.000,631.000,-1.000,0,-1953.125,-26.738,-1979.863,-0.044488,-0.017109,-0.013690,632.000,158.0000,200.000,1
0.798,3,6,9,12,350.000,1696.000,-1.000,0,-1953.125,4.242,-1948.883,-0.043034,-0.047377,0.002172,1697.000,424.2500,200.000,1
0.866,2,5,8,11,240.000,1806.000,-1.000,0,-1953.125,0.881,-1952.244,-0.044025,-0.044927,0.000451,1807.000,451.7500,200.000,1
0.888,2,5,8,11,1700.000,346.000,-1.000,0,-1953.125,13.934,-1939.191,-0.035949,-0.050217,0.007134,347.000,86.7500,200.000,1
0.904,0,3,6,9,1042.000,1004.000,-1.000,0,-1953.125,32.977,-1920.148,-0.021482,-0.055251,0.016884,1005.000,251.2500,200.000,1
0.920,0,3,6,9,174.000,1872.000,-1.000,0,-1953.125,0.889,-1952.236,-0.043341,-0.044251,0.000455,1873.000,468.2500,200.000,1
0.935,0,3,5,8,10.000,2036.000,-1.000,0,-1953.125,0.323,-1952.802,-0.045770,-0.046101,0.000166,2037.000,509.2500,200.000,1
1.049,1,4,5,8,422.000,1624.000,-1.000,0,-1953.125,-16.118,-1969.243,-0.048912,-0.032407,-0.008252,1625.000,406.2500,,
1.109,2,5,8,11,346.000,1700.000,-1.000,0,-1953.125,-0.064,-1953.189,-0.045123,-0.045058,-0.000033,1701.000,425.2500,200.000,1
1.127,1,4,7,10,1668.000,378.000,-1.000,0,-1953.125,-32.027,-1985.152,-0.065690,-0.032894,-0.016398,379.000,94.7500,200.000,1
1.268,1,4,6,9,601.000,1445.000,-1.000,0,-1953.125,19.753,-1933.372,-0.044653,-0.064879,0.010113,1446.000,361.5000,200.000,1
1.417,0,3,5,8,1485.000,561.000,-1.000,0,-1953.125,-5.290,-1958.415,-0.044909,-0.039493,-0.002708,562.000,140.5000,200.000,1
1.450,0,3,6,9,923.000,1123.000,-1.000,0,-1953.125,-16.093,-1969.218,-0.049665,-0.033186,-0.008240,1124.000,281.0000,100.000,0
1.499,1,4,7,10,577.000,1469.000,-1.000,0,-1953.125,-32.009,-1985.134,-0.058063,-0.025285,-0.016389,1470.000,367.5000,100.000,0
1.584,0,3,5,8,1767.000,279.000,-1.000,0,-1953.125,-12.467,-1965.592,-0.044927,-0.032161,-0.006383,280.000,70.0000,200.000,1
1.644,0,3,6,9,1240.000,806.000,-1.000,0,-1953.125,65.176,-1887.949,-0.005223,-0.071963,0.033370,807.000,201.7500,200.000,1
1.678,1,4,7,10,1484.000,562.000,-1.000,0,-1953.125,38.038,-1915.087,-0.024796,-0.063746,0.019475,563.000,140.7500,200.000,1
1.695,1,4,7,10,1154.000,892.000,-1.000,0,-1953.125,45.130,-1907.995,-0.017404,-0.063616,0.023106,893.000,223.2500,200.000,1
1.712,0,3,6,9,1122.000,924.000,-1.000,0,-1953.125,38.433,-1914.692,-0.020594,-0.059949,0.019677,925.000,231.2500,200.000,1
1.748,4,7,10,13,248.000,1798.000,-1.000,0,-1953.125,0.283,-1952.842,-0.044786,-0.045076,0.000145,1799.000,449.7500,200.000,1
1.765,0,3,5,8,1268.000,778.000,-1.000,0,-1953.125,5.908,-1947.217,-0.044606,-0.050656,0.003025,779.000,194.7500,200.000,1
1.845,1,4,7,10,142.000,1904.000,-1.000,0,-1953.125,0.184,-1952.941,-0.044550,-0.044739,0.000094,1905.000,476.2500,200.000,1
1.863,0,3,6,9,194.000,1852.000,-1.000,0,-1953.125,-0.824,-1953.949,-0.045399,-0.044556,-0.000422,1853.000,463.2500,200.000,1
1.880,0,3,4,7,430.000,1616.000,-1.000,0,-1953.125,-14.364,-1967.489,-0.050079,-0.035370,-0.007355,1617.000,404.2500,,
2.017,2,5,17,20,622.000,1425.000,-0.500,1,-1953.125,41.293,-1911.832,-0.043864,-0.086148,0.021142,1425.500,356.3750,2025.277,0
2.086,1,4,7,10,465.000,1581.000,-1.000,0,-1953.125,49.182,-1903.943,-0.012791,-0.063153,0.025181,1582.000,395.5000,100.000,0
2.136,0,3,5,8,497.000,1549.000,-1.000,0,-1953.125,17.788,-1935.337,-0.038040,-0.056255,0.009108,1550.000,387.5000,200.000,1
2.185,1,4,7,10,71.000,1975.000,-1.000,0,-1953.125,-0.417,-1953.542,-0.045125,-0.044698,-0.000213,1976.000,494.0000,200.000,1
2.201,0,3,4,7,709.000,1337.000,-1.000,0,-1953.125,13.180,-1939.945,-0.037108,-0.050604,0.006748,1338.000,334.5000,,
2.284,0,3,6,9,581.000,1465.000,-1.000,0,-1953.125,-14.679,-1967.804,-0.049536,-0.034504,-0.007516,1466.000,366.5000,100.000,0
2.300,0,3,5,8,655.000,1391.000,-1.000,0,-1953.125,-16.897,-1970.022,-0.048486,-0.031183,-0.008651,1392.000,348.0000,200.000,1
2.334,0,3,6,9,1113.000,933.000,-1.000,0,-1953.125,-31.713,-1984.838,-0.059113,-0.026639,-0.016237,934.000,233.5000,200.000,1
2.351,0,3,6,9,353.000,1693.000,-1.000,0,-1953.125,0.519,-1952.606,-0.045310,-0.045841,0.000265,1694.000,423.5000,200.000,1
2.426,0,3,5,8,2031.000,15.000,-1.000,0,-1953.125,-6.129,-1959.254,-0.049365,-0.043089,-0.003138,16.000,4.0000,200.000,1
2.468,0,3,17,20,1554.000,492.000,-1.000,0,-1953.125,20.706,-1932.419,-0.024679,-0.045881,0.010601,493.000,123.2500,171.288,0
2.505,3,6,8,11,578.000,1468.000,-1.000,0,-1953.125,22.810,-1930.315,-0.045670,-0.069028,0.011679,1469.000,367.2500,200.000,1
2.524,0,3,5,8,832.000,1214.000,-1.000,0,-1953.125,20.376,-1932.749,-0.046165,-0.067031,0.010433,1215.000,303.7500,200.000,1
2.542,0,3,6,9,1072.000,974.000,-1.000,0,-1953.125,38.683,-1914.442,-0.020582,-0.060193,0.019806,975.000,243.7500,200.000,1
2.596,1,4,7,10,538.000,1508.000,-1.000,0,-1953.125,20.666,-1932.459,-0.030418,-0.051579,0.010581,1509.000,377.2500,100.000,0
2.629,0,3,5,8,1878.000,168.000,-1.000,0,-1953.125,-1.604,-1954.729,-0.045674,-0.044032,-0.000821,169.000,42.2500,200.000,1
2.660,0,3,5,8,690.000,1356.000,-1.000,0,-1953.125,-9.361,-1962.486,-0.049723,-0.040137,-0.004793,1357.000,339.2500,200.000,1
2.772,2,5,8,11,400.000,1646.000,-1.000,0,-1953.125,0.573,-1952.552,-0.044520,-0.045107,0.000294,1647.000,411.7500,200.000,1
2.789,0,3,5,8,16.000,2030.000,-1.000,0,-1953.125,0.749,-1952.376,-0.045860,-0.046627,0.000383,2031.000,507.7500,200.000,1
2.871,3,6,9,12,1105.000,941.000,-1.000,0,-1953.125,77.699,-1875.426,0.000106,-0.079458,0.039782,942.000,235.5000,200.000,1
2.888,1,4,7,10,1311.000,735.000,-1.000,0,-1953.125,56.457,-1896.668,-0.011384,-0.069197,0.028906,736.000,184.0000,200.000,1
2.904,0,3,5,8,551.000,1495.000,-1.000,0,-1953.125,20.878,-1932.247,-0.045762,-0.067141,0.010689,1496.000,374.0000,200.000,1
2.952,0,3,5,8,561.000,1485.000,-1.000,0,-1953.125,13.025,-1940.100,-0.046888,-0.060226,0.006669,1486.000,371.5000,200.000,1
2.968,0,3,4,7,769.000,1277.000,-1.000,0,-1953.125,33.365,-1919.760,-0.028790,-0.062955,0.017083,1278.000,319.5000,,
3.086,0,3,6,9,1345.000,701.000,-1.000,0,-1953.125,-2.966,-1956.091,-0.043310,-0.040273,-0.001518,702.000,175.5000,200.000,1
3.119,0,3,6,9,625.000,1421.000,-1.000,0,-1953.125,-12.965,-1966.090,-0.047433,-0.034158,-0.006638,1422.000,355.5000,100.000,0
3.166,1,4,7,10,107.000,1939.000,-1.000,0,-1953.125,-1.598,-1954.723,-0.046667,-0.045031,-0.000818,1940.000,485.0000,200.000,1
3.183,0,3,5,8,1005.000,1041.000,-1.000,0,-1953.125,-26.567,-1979.692,-0.044932,-0.017727,-0.013602,1042.000,260.5000,200.000,1
3.199,0,3,5,8,391.000,1655.000,-1.000,0,-1953.125,-11.575,-1964.700,-0.057188,-0.045335,-0.005927,1656.000,414.0000,200.000,1
3.279,3,6,7,10,740.000,1306.000,-1.000,0,-1953.125,72.024,-1881.101,-0.007615,-0.081368,0.036876,1307.000,326.7500,,
3.295,0,3,6,9,734.000,1312.000,-1.000,0,-1953.125,76.572,-1876.553,0.000122,-0.078288,0.039205,1313.000,328.2500,100.000,0
3.311,0,3,5,8,690.000,1356.000,-1.000,0,-1953.125,27.942,-1925.183,-0.045122,-0.073734,0.014306,1357.000,339.2500,200.000,1
3.397,0,3,6,9,776.000,1270.000,-1.000,0,-1953.125,32.152,-1920.973,-0.023799,-0.056723,0.016462,1271.000,317.7500,100.000,0
3.450,1,4,7,10,234.000,1812.000,-1.000,0,-1953.125,-0.082,-1953.207,-0.046616,-0.046532,-0.000042,1813.000,453.2500,200.000,1
3.482,1,4,7,10,1934.000,112.000,-1.000,0,-1953.125,-1.721,-1954.846,-0.047325,-0.045563,-0.000881,113.000,28.2500,200.000,1
3.531,1,4,7,10,1842.000,204.000,-1.000,0,-1953.125,-3.375,-1956.500,-0.049244,-0.045788,-0.001728,205.000,51.2500,200.000,1
3.547,0,3,5,8,434.000,1612.000,-1.000,0,-1953.125,-16.313,-1969.438,-0.047041,-0.030337,-0.008352,1613.000,403.2500,200.000,1
3.629,2,5,8,11,1642.000,404.000,-1.000,0,-1953.125,-25.665,-1978.790,-0.057249,-0.030967,-0.013141,405.000,101.2500,200.000,1
3.647,1,4,7,10,772.000,1274.000,-1.000,0,-1953.125,0.810,-1952.315,-0.046002,-0.046831,0.000415,1275.000,318.7500,428.500,0
3.695,2,5,8,11,273.000,1773.000,-1.000,0,-1953.125,-9.098,-1962.223,-0.047458,-0.038142,-0.004658,1774.000,443.5000,200.000,1
3.792,1,4,7,10,41.000,2005.000,-1.000,0,-1953.125,2.971,-1950.154,-0.043910,-0.046952,0.001521,2006.000,501.5000,200.000,1
3.810,0,3,6,9,1177.000,869.000,-1.000,0,-1953.125,31.011,-1922.114,-0.026827,-0.058582,0.015877,870.000,217.5000,200.000,1
3.827,0,3,5,8,669.000,1377.000,-1.000,0,-1953.125,9.348,-1943.777,-0.046959,-0.056531,0.004786,1378.000,344.5000,200.000,1
3.858,3,6,9,12,1017.000,1029.000,-1.000,0,-1953.125,14.932,-1938.193,-0.033553,-0.048843,0.007645,1030.000,257.5000,200.000,1
4.047,1,4,8,11,657.000,1389.000,-1.000,0,-1953.125,-18.797,-1971.922,-0.072469,-0.053220,-0.009624,1390.000,347.5000,134.293,0
4.083,1,4,6,9,999.000,1047.000,-1.000,0,-1953.125,-38.434,-1991.559,-0.047727,-0.008371,-0.019678,1048.000,262.0000,200.000,1
4.102,0,3,5,8,1541.000,505.000,-1.000,0,-1953.125,-20.330,-1973.455,-0.045443,-0.024626,-0.010409,506.000,126.5000,200.000,1
4.275,2,5,8,11,22.000,2024.000,-1.000,0,-1953.125,1.489,-1951.636,-0.045903,-0.047428,0.000762,2025.000,506.2500,200.000,1
4.293,1,4,7,10,1716.000,330.000,-1.000,0,-1953.125,-1.499,-1954.624,-0.044531,-0.042996,-0.000768,331.000,82.7500,200.000,1
4.311,1,4,7,10,318.000,1728.000,-1.000,0,-1953.125,1.138,-1951.987,-0.046654,-0.047819,0.000583,1729.000,432.2500,200.000,1
4.329,1,4,7,10,318.000,1728.000,-1.000,0,-1953.125,-0.545,-1953.670,-0.046304,-0.045746,-0.000279,1729.000,432.2500,200.000,1
4.348,1,4,7,10,318.000,1728.000,-1.000,0,-1953.125,-0.146,-1953.271,-0.045558,-0.045408,-0.000075,1729.000,432.2500,200.000,1
4.381,1,4,7,10,1786.000,260.000,-1.000,0,-1953.125,-6.962,-1960.087,-0.049745,-0.042616,-0.003565,261.000,65.2500,200.000,1
4.460,2,5,7,10,530.000,1516.000,-1.000,0,-1953.125,-25.640,-1978.765,-0.046720,-0.020464,-0.013128,1517.000,379.2500,200.000,1
4.475,1,4,7,10,1472.000,574.000,-1.000,0,-1953.125,-39.219,-1992.344,-0.063968,-0.023807,-0.020080,575.000,143.7500,200.000,1
4.491,1,4,7,10,148.000,1898.000,-1.000,0,-1953.125,-2.293,-1955.418,-0.045218,-0.042870,-0.001174,1899.000,474.7500,200.000,1
4.507,1,4,17,20,856.000,1191.000,-0.500,1,0.000,-0.371,-0.371,-0.047344,-0.046964,-0.000190,1191.500,297.8750,134.953,0
4.523,0,3,17,20,1845.000,201.000,-1.000,0,-1953.125,8.478,-1944.647,-0.039041,-0.047722,0.004341,202.000,50.5000,158.694,0
4.539,0,3,5,8,539.000,1507.000,-1.000,0,-1953.125,28.629,-1924.496,-0.046098,-0.075414,0.014658,1508.000,377.0000,200.000,1
4.554,0,3,5,8,115.000,1931.000,-1.000,0,-1953.125,1.121,-1952.004,-0.043410,-0.044558,0.000574,1932.000,483.0000,200.000,1
4.685,1,4,7,10,327.000,1719.000,-1.000,0,-1953.125,-0.554,-1953.679,-0.048281,-0.047713,-0.000284,1720.000,430.0000,200.000,1
4.756,1,4,7,10,1801.000,245.000,-1.000,0,-1953.125,-2.891,-1956.016,-0.046914,-0.043954,-0.001480,246.000,61.5000,200.000,1
4.773,0,3,16,19,251.000,1795.000,-1.000,0,-1953.125,-0.107,-1953.232,-0.046930,-0.046821,-0.000055,1796.000,449.0000,72.955,0
4.792,1,4,7,10,309.000,1737.000,-1.000,0,-1953.125,-1.606,-1954.731,-0.047221,-0.045577,-0.000822,1738.000,434.5000,200.000,1
4.832,1,4,7,10,1485.000,561.000,-1.000,0,-1953.125,-23.254,-1976.379,-0.058634,-0.034822,-0.011906,562.000,140.5000,200.000,1
4.852,0,3,5,8,1633.000,413.000,-1.000,0,-1953.125,-10.336,-1963.461,-0.046212,-0.035628,-0.005292,414.000,103.5000,200.000,1
4.873,1,4,7,10,255.000,1791.000,-1.000,0,-1953.125,0.252,-1952.873,-0.046660,-0.046918,0.000129,1792.000,448.0000,200.000,1
4.890,1,4,7,10,817.000,1229.000,-1.000,0,-1953.125,-51.344,-2004.469,-0.071278,-0.018702,-0.026288,1230.000,307.5000,100.000,0
4.958,0,3,5,8,478.000,1568.000,-1.000,0,-1953.125,22.386,-1930.739,-0.050127,-0.073051,0.011462,1569.000,392.2500,200.000,1
4.992,0,3,6,9,720.000,1326.000,-1.000,0,-1953.125,56.851,-1896.274,-0.011222,-0.069437,0.029107,1327.000,331.7500,100.000,0
5.009,1,4,6,9,360.000,1686.000,-1.000,0,-1953.125,13.238,-1939.887,-0.035302,-0.048858,0.006778,1687.000,421.7500,200.000,1
5.060,1,4,7,10,1654.000,392.000,-1.000,0,-1953.125,13.819,-1939.306,-0.038343,-0.052494,0.007075,393.000,98.2500,200.000,1
5.153,0,3,6,9,1192.000,854.000,-1.000,0,-1953.125,-1.861,-1954.986,-0.043459,-0.041553,-0.000953,855.000,213.7500,100.000,0
5.268,0,3,5,8,308.000,1738.000,-1.000,0,-1953.125,-8.721,-1961.846,-0.054171,-0.045241,-0.004465,1739.000,434.7500,200.000,1
5.333,3,6,8,11,1708.000,338.000,-1.000,0,-1953.125,-13.680,-1966.805,-0.045471,-0.031463,-0.007004,339.000,84.7500,199.000,0
5.350,1,4,7,10,1382.000,665.000,-0.500,1,0.000,-1.071,-1.071,-0.047727,-0.046630,-0.000548,665.500,166.3750,198.500,0
5.367,7,10,13,16,225.000,1821.000,-1.000,0,-1953.125,-0.056,-1953.181,-0.047931,-0.047874,-0.000028,1822.000,455.5000,200.000,1
5.422,0,3,6,9,943.000,1103.000,-1.000,0,-1953.125,47.198,-1905.927,-0.020496,-0.068826,0.024165,1104.000,276.0000,100.000,0
5.441,0,3,4,7,865.000,1181.000,-1.000,0,-1953.125,58.622,-1894.503,-0.009433,-0.069462,0.030014,1182.000,295.5000,,
5.476,0,3,6,9,1845.000,201.000,-1.000,0,-1953.125,3.129,-1949.996,-0.045606,-0.048810,0.001602,202.000,50.5000,200.000,1
5.494,1,4,7,10,1047.000,999.000,-1.000,0,-1953.125,28.923,-1924.202,-0.029251,-0.058868,0.014809,1000.000,250.0000,200.000,1
5.573,0,3,6,9,115.000,1931.000,-1.000,0,-1953.125,1.796,-1951.329,-0.046793,-0.048632,0.000919,1932.000,483.0000,200.000,1
5.615,0,3,6,9,1975.000,71.000,-1.000,0,-1953.125,0.553,-1952.572,-0.047457,-0.048024,0.000283,72.000,18.0000,200.000,1
5.675,0,3,4,7,727.000,1319.000,-1.000,0,-1953.125,-28.867,-1981.992,-0.059285,-0.029725,-0.014780,1320.000,330.0000,,
5.716,1,4,7,10,951.000,1095.000,-1.000,0,-1953.125,-48.761,-2001.886,-0.067680,-0.017749,-0.024965,1096.000,274.0000,200.000,1
5.788,1,4,14,17,1229.000,1018.000,99.500,1,195312.500,-43.117,195269.383,-0.092962,-0.048810,-0.022076,918.500,229.6250,1883.753,0
5.824,0,3,6,9,1374.000,672.000,-1.000,0,-1953.125,55.548,-1897.577,-0.015199,-0.072080,0.028440,673.000,168.2500,200.000,1
5.845,0,3,6,9,1402.000,644.000,-1.000,0,-1953.125,39.227,-1913.898,-0.024689,-0.064858,0.020084,645.000,161.2500,200.000,1
5.887,0,3,4,7,844.000,1202.000,-1.000,0,-1953.125,41.295,-1911.830,-0.021615,-0.063902,0.021143,1203.000,300.7500,,
5.944,1,4,7,10,8.000,2038.000,-1.000,0,-1953.125,0.712,-1952.413,-0.047254,-0.047983,0.000364,2039.000,509.7500,200.000,1
6.020,1,4,6,9,378.000,1668.000,-1.000,0,-1953.125,8.133,-1944.992,-0.042608,-0.050936,0.004164,1669.000,417.2500,200.000,1
6.072,1,4,7,10,1402.000,644.000,-1.000,0,-1953.125,-22.086,-1975.211,-0.057092,-0.034476,-0.011308,645.000,161.2500,200.000,1
6.114,0,3,5,8,252.000,1794.000,-1.000,0,-1953.125,-8.077,-1961.202,-0.054376,-0.046106,-0.004135,1795.000,448.7500,200.000,1
6.153,0,3,6,9,1042.000,1004.000,-1.000,0,-1953.125,-57.643,-2010.768,-0.072135,-0.013108,-0.029513,1005.000,251.2500,200.000,1
6.191,0,3,15,18,606.000,1441.000,-0.500,1,-1953.125,38.151,-1914.974,-0.048067,-0.087134,0.019533,1441.500,360.3750,112.886,0
6.210,1,4,7,10,699.000,1347.000,-1.000,0,-1953.125,84.072,-1869.053,0.004584,-0.081505,0.043045,1348.000,337.0000,100.000,0
6.244,0,3,4,7,957.000,1089.000,-1.000,0,-1953.125,62.233,-1890.892,-0.010530,-0.074257,0.031863,1090.000,272.5000,,
6.275,1,4,7,10,1563.000,483.000,-1.000,0,-1953.125,24.407,-1928.718,-0.033008,-0.058001,0.012496,484.000,121.0000,200.000,1
6.435,1,4,7,10,1545.000,501.000,-1.000,0,-1953.125,-8.305,-1961.430,-0.050630,-0.042126,-0.004252,502.000,125.5000,200.000,1
6.458,0,3,6,9,1551.000,495.000,-1.000,0,-1953.125,-10.847,-1963.972,-0.051787,-0.040680,-0.005554,496.000,124.0000,200.000,1
6.477,0,3,5,8,1729.000,317.000,-1.000,0,-1953.125,-7.077,-1960.202,-0.047966,-0.040719,-0.003623,318.000,79.5000,200.000,1
6.513,1,4,7,10,1391.000,655.000,-1.000,0,-1953.125,-30.776,-1983.901,-0.060685,-0.029170,-0.015758,656.000,164.0000,200.000,1
6.555,0,3,5,8,1367.000,679.000,-1.000,0,-1953.125,-23.618,-1976.743,-0.047992,-0.023808,-0.012092,680.000,170.0000,200.000,1
6.587,1,4,6,9,1045.000,1001.000,-1.000,0,-1953.125,-44.119,-1997.244,-0.048725,-0.003548,-0.022589,1002.000,250.5000,200.000,1
6.603,1,4,7,10,1890.000,155.000,-1.500,1,-3906.250,1.740,-3904.510,-0.042052,-0.043833,0.000891,156.500,39.1250,200.000,1
6.695,2,5,8,11,1876.000,170.000,-1.000,0,-1953.125,7.115,-1946.010,-0.043811,-0.051097,0.003643,171.000,42.7500,200.000,1
6.717,0,3,6,9,170.000,1876.000,-1.000,0,-1953.125,0.399,-1952.726,-0.048827,-0.049236,0.000204,1877.000,469.2500,200.000,1
6.783,1,4,7,10,1150.000,896.000,-1.000,0,-1953.125,10.805,-1942.320,-0.038779,-0.049843,0.005532,897.000,224.2500,200.000,1
6.868,1,4,8,11,1408.000,638.000,-1.000,0,-1953.125,-3.508,-1956.633,-0.050949,-0.047357,-0.001796,639.000,159.7500,200.333,1
6.920,0,3,4,7,776.000,1270.000,-1.000,0,-1953.125,-36.157,-1989.282,-0.061405,-0.024380,-0.018513,1271.000,317.7500,,
7.032,3,6,9,12,389.000,1657.000,-1.000,0,-1953.125,0.093,-1953.032,-0.048135,-0.048230,0.000047,1658.000,414.5000,200.000,1
7.060,2,5,8,11,127.000,1919.000,-1.000,0,-1953.125,0.513,-1952.612,-0.048238,-0.048763,0.000262,1920.000,480.0000,200.000,1
7.076,0,3,6,9,243.000,1803.000,-1.000,0,-1953.125,0.138,-1952.987,-0.048221,-0.048363,0.000071,1804.000,451.0000,200.000,1
7.129,1,4,7,10,635.000,1411.000,-1.000,0,-1953.125,38.920,-1914.205,-0.023075,-0.062929,0.019927,1412.000,353.0000,100.000,0
7.149,0,3,6,9,65.000,1981.000,-1.000,0,-1953.125,-1.365,-1954.490,-0.049196,-0.047799,-0.000699,1982.000,495.5000,200.000,1
7.166,0,3,5,8,1375.000,671.000,-1.000,0,-1953.125,5.944,-1947.181,-0.048663,-0.054750,0.003044,672.000,168.0000,200.000,1
7.193,0,3,5,8,247.000,1799.000,-1.000,0,-1953.125,1.333,-1951.792,-0.045201,-0.046567,0.000683,1800.000,450.0000,200.000,1
7.258,0,3,6,9,591.000,1455.000,-1.000,0,-1953.125,-7.916,-1961.041,-0.047272,-0.039166,-0.004053,1456.000,364.0000,100.000,0
7.274,0,3,6,9,1307.000,739.000,-1.000,0,-1953.125,-12.994,-1966.119,-0.051461,-0.038155,-0.006653,740.000,185.0000,200.000,1
7.384,2,5,8,11,1969.000,77.000,-1.000,0,-1953.125,-2.108,-1955.233,-0.050205,-0.048046,-0.001079,78.000,19.5000,200.000,1
7.402,0,3,6,9,1561.000,485.000,-1.000,0,-1953.125,-32.203,-1985.328,-0.064420,-0.031444,-0.016488,486.000,121.5000,200.000,1
7.457,0,3,5,8,1272.000,774.000,-1.000,0,-1953.125,22.807,-1930.318,-0.048114,-0.071469,0.011677,775.000,193.7500,200.000,1
7.494,0,3,5,8,1630.000,416.000,-1.000,0,-1953.125,10.352,-1942.773,-0.049103,-0.059703,0.005300,417.000,104.2500,200.000,1
7.592,1,4,7,10,438.000,1608.000,-1.000,0,-1953.125,14.105,-1939.020,-0.036825,-0.051269,0.007222,1609.000,402.2500,100.000,0
7.610,1,4,7,10,232.000,1814.000,-1.000,0,-1953.125,-0.129,-1953.254,-0.049409,-0.049277,-0.000066,1815.000,453.7500,200.000,1
7.784,0,3,6,9,924.000,1122.000,-1.000,0,-1953.125,-57.184,-2010.309,-0.072356,-0.013799,-0.029278,1123.000,280.7500,100.000,0
